"","X","asin","title","Brand","Firm","variationCSV","suction","Wok_1charge","db","pa","minutes","mins","hour","hours","mah","min","h"
"252",444,"B099MR3PRL","robot vacuum cleaner, smart self-charging auto vacuum cleaner robot, slim and quiet, with remote control, ideal for pet hair, hard floors and low-pile carpets, white","B099MR3PRL","Umoot","None",1500,100,NA,"1500;1500",NA,NA,NA,NA,"2500","100","2500;1500"
"253",319,"B08SR3TBLP","robotic pets hair vacuum carpets robot vacuum cleaner wacool g1, with app remote control, auto-charging for hard floors cleaning","B08SR3TBLP","WACOOL","None",1500,180,NA,"1500;2","180",NA,NA,NA,"2500","180","2500;1;1;5;2;1"
"254",448,"B099RVVPG5","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"255",1959,"B099RTWG7F","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"256",2858,"B099RVCYV7","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"257",2859,"B099RV7H89","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"258",2860,"B099RTYB97","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"259",2861,"B099RW3Z8M","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"260",2862,"B099RVKSGW","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"261",2863,"B099RVSYXH","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"262",2864,"B099RV49TQ","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"263",2865,"B099RVM4GJ","weijab robot vacuum cleaner, mopping system,charging slim quiet robotic 360° smart sensor protection, upgraded robotic vacuums,strong suction, super quiet, cleans pet fur, hard floor to carpet","B099RVVPG5","Weijab","B099RVVPG5,B099RVCYV7,B099RV7H89,B099RTYB97,B099RW3Z8M,B099RVKSGW,B099RVSYXH,B099RV49TQ,B099RTWG7F,B099RVM4GJ",1500,90,NA,"1500",NA,"90","3","3","3000;3000","90;90","3000;1;90;1;2;0;3000;2;1;3000;3;2;1"
"264",404,"B095X1SZ8T","xianshi sweatic sweeping robot, home office robot vacuum cleaner 3 in 1 smart usb sweepieping robot, intelligent automng robot black","B095X1SZ8T","xianshi","None",1500,70,NA,"1500;1500;1500","70;70;70",NA,"4;4","4;4","2400;2400;2400","70;70;70","2400;2400;2400;1500;2400;4;10;9;10;9;2;7;4;10;9;10;9;2;7;3;4;0;1"
"265",137,"B082K8R34G","robot vacuum and mop cleaner, automatic smart robotic sweeping & mopping, suction boost, 1600pa suction, self charging, daily schedule, 60db quiet, remote-app-alexa control","B082K8R34G","Amrobt","None",1600,120,"60","1600","120;120","120",NA,NA,"2600;2600;2600","120;120;120","2600;2600;2600;2;4"
"266",332,"B08VJ7GNCV","robot vacuum and mop cleaner, automatic smart robotic sweeping & mopping, 1600pa suction, self charging, daily schedule, gyro navigation, 60db quiet, remote-app-alexa control","B08VJ7GNCV","Amrobt","None",1600,120,"60","1600","120","120",NA,NA,"2600","120;120","2600"
"267",591,"B09WZSYCYS","robot vacuum cleaner, bagotte upgrade robotic vacuum with self-charging, 1600pa strong suction, 120 mins runtime, compatible with alexa wi-fi, ideal for hard floors carpet","B09WZSYCYS","Bagotte","B09WZSYCYS",1600,120,NA,"1600;1600",NA,"100;120",NA,NA,"2600","100;120","2600;2;7"
"268",149,"B083PWGPG7","bagotte bg600 robot vacuum cleaner, 2.7"" slim & quiet, smart self-charging robotic vacuum cleaners, good for pet hair hardwood floor carpet tile","B083PWGPG7","Bagotte","B09XWFQ396",1600,100,"55","1600;1600","100","100;300;360","24",NA,"2600","100;100;300;360","24;2600"
"269",237,"B08GFLQX23","bagotte bg700 robot vacuum, wi-fi robotic vacuum cleaner with mop, 2.7"" thin, strong suction, work with alexa, 6 cleaning modes, ideal for low-pile carpet, floor, pet hair","bg700","Bagotte","None",1600,100,NA,NA,NA,"100",NA,NA,NA,"100","2;7;0"
"270",5321,"B07XWP6MPG","robot vacuum cleaner, bagotte bg700 1600pa wi-fi connected app schedule cleaning robotic vacuum cleaner, 2.7"" super-slim, boundary strip included, ideal for pet hair, hard floors, carpets","bg700","Bagotte","None",1600,100,NA,"1600;1600;1600;700",NA,NA,"24","24",NA,"","2;4;5;1600;700;2;7;24;2;7"
"271",896,"B08MF65HNW","bagotte bg700 robot vacuum cleaner","bg700","Bagotte","None",1600,100,NA,"","100",NA,NA,NA,NA,"100","0;0;0;0;0;0"
"272",1939,"B097DSM85S","robot vacuum cleaner, auto robotic vacuums, rechargeable automatic smart sweeper robot floor cleaning vacuum cleaner 1600pa super quiet mini vacuum robot for pet hair har","B097DSM85S","Bluelanss","B097DSM85S,B097DV89BH",1600,100,NA,"1600;1600;1600;1600",NA,NA,NA,NA,NA,"100","1;5;3;6;100;7;87"
"273",2829,"B097DV89BH","robot vacuum cleaner, auto robotic vacuums, rechargeable automatic smart sweeper robot floor cleaning vacuum cleaner 1600pa super quiet mini vacuum robot for pet hair har","B097DSM85S","Bluelanss","B097DSM85S,B097DV89BH",1600,100,NA,"1600;1600;1600;1600",NA,NA,NA,NA,NA,"100","1;5;3;6;100;7;87"
"274",659,"B0865ZWH52","coredy robot vacuum cleaner with replacement washable hepa filter kit for r650","B0865ZWH52","Coredy","None",1600,120,NA,"1600",NA,"120",NA,NA,NA,"120","2;77;2;77;2"
"275",161,"B085L2QCMJ","robot vacuum and mop combo, deenkee 3000pa wifi strong suction slim robot vacuum cleaner, self-charging robotic vacuum work with alexa, long runtime ultra-quiet robot vacuum for pet hair carpet floor","B085L2QCMJ","Deenkee","None",1600,100,"55;55;50;55","3000;1600;1600;1500",NA,"100","5;6","5;6","2600;2600;5;6","100;100;100","5;6;2600;2;75;60;2600;5;6;2600;9;00;2;75;600;50;5;6"
"276",328,"B08TR2N73G","robot vacuum, deenkee wifi/app/alexa robot vacuum cleaner,3-in-1 and 120 mins runtime 6 cleaning modes,smart navigation & sensor & map,self-charging,quiet &slim,ideal for pet hair, hard floors,carpets","B08TR2N73G","Deenkee","None",1600,120,"45;55","1600","120;120","120;120",NA,NA,"2600","120;120;120;3;1;120","12;60;2600;2;50"
"277",461,"B09C8C3Y85","robot vacuum, deenkee wi-fi/app/alexa robot vacuum cleaner,1600 pa suction and 120 mins runtime for pet hair, hard floors,carpets (6 cleaning modes,smart navigation&sensor,self-charging,quiet &slim)","B08TR2N73G","Deenkee","None",1600,120,NA,"1600","120","120;120",NA,NA,NA,"120;120;120;3;1","12;2"
"278",110,"B07XSHW637","robot vacuum cleaner, dser 1600pa strong suction, wi-fi connected, self-charging robotic vacuum for cleaning carpets and pet hair, voice control, compatible with alexa and google home (robogeek 21t)","B07XSHW637","Dser","None",1600,100,NA,"1600;1600","100",NA,NA,NA,"2600","100","2600;12;1"
"279",112,"B07Y1PJ1L1","robot vacuum, dser 1600pa robotic vacuum cleaner, boostgen technology, 360° smart sensor protection, self-charging with 2 boundary strips, quiet, cleans carpets hard floors and pet hair (robogeek 20t)","B07Y1PJ1L1","Dser","None",1600,100,"58","1600;1600;2600","100",NA,NA,NA,"2600","100","2600;12;2600;1"
"280",222,"B08D3GJJR8","dsnapoutof automatic robot vacuum cleaner, usb rechargeable home mute smart sweeper floor cleaning for pet hair household carpet tile wooden floor mopping #1600pa black","B08D3GJJR8","dSNAPoutof","None",1600,100,NA,"1600;1600",NA,NA,NA,NA,"2000;3;7","100","2000;1;5;3;6;3;7;100;7;87"
"281",756,"B08D3HTNLZ","dsnapoutof rechargeable automatic robot vacuum cleaner, 3 in 1 home smart sweeper mute floor cleaning for pet hair household carpet tile wooden floor1600pa #1800pa blue…","B08D3HTNLZ","dSNAPoutof","None",1600,100,"","1600;1800;1800;1600",NA,NA,"1;5","1;5","1200","100","1200;1;100;1;5"
"282",919,"B08N4F2PP3","dsnapoutof 3 in 1 automatic robot vacuum cleaner, carpet/wood/floor sweeper strong suction smart robotic vacuum for cleaning pet hair, dust, sand, household mopping robot black","B08D3HTNLZ","dSNAPoutof","None",1600,100,NA,"",NA,NA,NA,NA,NA,NA,"1500;1500"
"283",186,"B0883D2SR2","robot vacuum super small, intelligent sweeper 1600pa strong suction ,robotic vacuum cleaner quiet super-thin charging sweeping robotic floor care for hard floors medium-pile carpets(20x6.2, white)","B0883D2SR2","ECOOJ","B0883D2SR2",1600,100,"40","1600;1600",NA,NA,"24","24","2000;3;7","100","2000;1;5;20;6;2;0;20;40;24;3;6;3;7;100;7;87"
"284",74,"B07Q2GHPF6","robot vacuum, 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(black)","B07Q2GHPF6","EVENTER","None",1600,120,NA,"1600",NA,"120",NA,NA,NA,"120",""
"285",9,"B01N2JK1IU","excelvan 1600pa powerful robotic vacuum cleaner with self-charging 120 mins battery life,4 cleaning modes, anti-collision & drop sensor robotic vacuum for thin carpets and hard floor","B01N2JK1IU","Excelvan","None",1600,120,"60","1600;1600;1600","120;120","120",NA,NA,"2600","120;120;120","0;6;2600;3;1;2600;12"
"286",311,"B08S6K6SDM","vacuum cleaner usb 1600pa 2000mah 3in 1 usb charging smart vacuum cleaner sweeper sweeping machine super thin quiet automatic vacuum cleaner robot for pet hair floo carpet works with alexa(black)","B08S6K6SDM","Fdit","B08S6K6SDM,B08S7GMX5W",1600,100,"40","1600;2;1600","100;150",NA,"","","2000;2000;2000;2000;1600","100;150","2000;2000;2000;2000;1600;5;10;3;10;3;2;8"
"287",2752,"B08S7GMX5W","vacuum cleaner usb 1600pa 2000mah 3in 1 usb charging smart vacuum cleaner sweeper sweeping machine super thin quiet automatic vacuum cleaner robot for pet hair floo carpet works with alexa(white)","B08S6K6SDM","Fdit","B08S6K6SDM,B08S7GMX5W",1600,100,"40","1600;2;1600","100;150",NA,"","","2000;2000;2000;2000;1600","100;150","2000;2000;2000;2000;1600;5;10;3;10;3;2;8"
"288",263,"B08LL98TW8","robot vacuum,1600pa 3 in 1 smart vacuum cleaner sweeper sweeping machine,usb charging multiple cleaning modes robotic vacuum cleaner,for pet hair,carpet,hard floor,mid-pile& all types of floor(1#)","B08LL98TW8","Fockety","B08LL98TW8,B08LLBDZV8",1600,100,"40","1600;1600;1600;150","100;100;150",NA,"24;2000","24;2000","2000;2000","100;100;150","2000;1;1;1;1;2;2;2000;100;24;10;3;10;3;2;8;2000;100;1;1;2;2"
"289",2563,"B08LLBDZV8","robot vacuum,1600pa 3 in 1 smart vacuum cleaner sweeper sweeping machine,usb charging multiple cleaning modes robotic vacuum cleaner,for pet hair,carpet,hard floor,mid-pile& all types of floor(2#)","B08LL98TW8","Fockety","B08LL98TW8,B08LLBDZV8",1600,100,"40","1600;1600;1600;150","100;100;150",NA,"24;2000","24;2000","2000;2000","100;100;150","2000;1;1;1;1;2;2;2000;100;24;10;3;10;3;2;8;2000;100;1;1;2;2"
"290",140,"B082YYPR8V","robot vacuum cleaner, 1600pa strong suction robotic vacuum cleaner, super-thin quiet,household sweeper, route planning for pet hair, hard floor, carpet","B082YYPR8V","Funiee","None",1600,120,"58","1600;1600","120",NA,"5","5","2600","120","2600;2;7;2600;5;550;1"
"291",466,"B09CTM8FQ3","robot vacuum and mop combo","B09CTM8FQ3","GOOOVI","None",1600,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",503,"B09JX15Q94","robot vacuum 1600pa upgrade robotic vacuum cleaner with slim body self-charging vacuum with boundary strips pet hair hard floor carpets","B09JX15Q94","GOOOVI","None",1600,100,NA,"1600;1600;1600;380;14;4","100;100;300;120",NA,NA,NA,"2600","100;100;300;120","1;5;7;8;325;2600;0;5;2;83;2;8;4;7;70;120"
"293",1246,"B09BMWZL5X","robot vacuum, gooovi robotic vacuum cleaner super-thin, 1600pa strong suction, quiet, self-charging robot vacuum cleaner, multiple cleaning modes vacuum best for pet hairs, hard floor & medium carpet","B09BMWZL5X","GOOOVI","None",1600,120,NA,"1600;1600","300;120",NA,NA,NA,"2600","300;120","2600;1;5;325;0;5"
"294",1247,"B09BN9VMT2","robot vacuum and mop, robotic vacuum cleaner, 2 in 1 mopping robot vacuum cleaner with 230ml water tank, self-charging, super-thin, multiple cleaning modes ideal for hard floor, pet hair, carpet","B09BN9VMT2","GTTVO Robot","B0B59GPP4P,B09BN9VMT2,B0B59JWKZ3",1600,100,NA,"","120;300;120","100",NA,NA,"2500;2600;2600","100;100;120;300;120","2500;2600;2600;1290;2600;325;0;5"
"295",2184,"B0B59GPP4P","robot vacuum, robot vacuum cleaner with quiet multiple cleaning modes self-charging 1600pa suction robotic vacuum cleaner for pet hair hard floor medium-pile carpets (black)","B0B59GPP4P","GTTVO Robot","B0B59GPP4P,B09BN9VMT2,B0B59JWKZ3",1600,100,NA,"1600;1600","100","100",NA,NA,NA,"100;100","1;2;83"
"296",2004,"B09JNVL2P5","robot vacuum cleaner household smart sweeper robot with mopping&sweeping, strong suction, super quiet, smart sensors, floor sweeper for pet hair,carpets,tile,hard floors (ivory white)","B09JNVL2P5","Huaxu","B09P7YDFYR,B09KRHXMHF,B09JNVL2P5",1600,180,"40;40","1600;1800;4",NA,NA,"2;3","2;3",NA,NA,"1;2;3;2;3;1;1"
"297",2896,"B09P7YDFYR","robot vacuum cleaner household smart sweeper robot with mopping&sweeping, strong suction, super quiet, smart sensors, floor sweeper for pet hair,carpets,tile,hard floors (black a)","B09JNVL2P5","Huaxu","B09P7YDFYR,B09KRHXMHF,B09JNVL2P5",1600,180,"40;40","1600;1800;4",NA,NA,"2;3","2;3",NA,NA,"1;2;3;2;3;1;1"
"298",2897,"B09KRHXMHF","robot vacuum cleaner household smart sweeper robot with mopping&sweeping, strong suction, super quiet, smart sensors, floor sweeper for pet hair,carpets,tile,hard floors (dark grey*)","B09JNVL2P5","Huaxu","B09P7YDFYR,B09KRHXMHF,B09JNVL2P5",1600,180,"40;40","1600;1800;4",NA,NA,"2;3","2;3",NA,NA,"1;2;3;2;3;1;1"
"299",98,"B07VVB99XP","robot vacuum cleaner, imartine 1600pa robotic vacuum cleaner wi-fi connectivity compatible with alexa, self-charging, smart mapping, super slim, with boundary strips for hard floor, carpets, pet hair","B07VVB99XP","iMartine","None",1600,120,NA,"1600",NA,NA,NA,NA,NA,NA,"12"
"300",270,"B08M3W5PSD","robot vacuum, strong suction, quiet, super-thin smart robotic vacuum cleaner, used to clean pet hair, hard floors (20x6.2, white)","B08M3W5PSD","iVacuum","None",1600,100,"40","1600",NA,NA,"24","24","2000;3;7","100","2000;1;5;20;6;2;0;20;40;24;3;6;3;7;100;7;87"
"301",339,"B08WLJVTFQ","robot vacuum cleaner, strong suction quiet, super-thin super small robotic vacuum cleaner can cleans applicable floor: flat floor such as marble, ceramic tile, wood floor, etc. not for carpet","B08WLJVTFQ","Jallen Gabor","None",1600,90,"40","1600","90;120;300",NA,"3","3","1200","90;120;300","1200;1200;3"
"302",345,"B08X76YJ1F","jallen gabor robot vacuum cleaner, ultra-small vacuum cleaner, ultra-thin robotic vacuum cleaner can clean hard floor carpets, can clean hair and debris (7.8x2.4, white)","B08X76YJ1F","Jallen Gabor","None",1600,90,"40","1600","90;120;300",NA,"3","3","1200","90;120;300","1200;7;8;2;4;1200;3"
"303",256,"B08KFM7Y2K","joyhall robotic vacuum and mopping cleaner, app control slim and quiet 1600pa strong suction, programmable automatic robot vacuum for hard floor, carpet and pet hair","B08KFM7Y2K","Joyhall","None",1600,60,NA,"1600;1600;1600",NA,"60;60",NA,NA,"1500;1500","60;60","1500;1500;6;8;1500"
"304",30,"B07D2LJVCS","luby robot vacuum cleaner with powerful 1600pa suction wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black","B07D2LJVCS","LUBY","B07D3SYTSQ",1600,120,"75","1600;1600;1600","90;120",NA,"4;6","4;6","2600","90;120","4;4;2600;2;2;2;14;4;6"
"305",31,"B07D3SYTSQ","luby robot vacuum cleaner, mop, wi-fi connectivity, self-charging, super-thin, blue","B07D2LJVCS","LUBY","B07D3SYTSQ",1600,120,NA,"1600;1600","90;120",NA,"4;6","4;6","2600","90;120","4;4;2600;2;2;1;14;4;6"
"306",29,"B07D2KTRMX","luby robot vacuum cleaner, vacuum and mop robotic vacuum cleaner, wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black","B07D2KTRMX","LUBY","None",1600,120,NA,"1600","90;120",NA,"4;6","4;6","2600","90;120","4;4;1;2600;2;2;14;51;4;6"
"307",465,"B09CT9QP5F","new upgrade intelligent floor cleaning robot sweeping machine automatic vacuum cleaner household universal low noise usb sweeper (006a white)","B09CT9QP5F","N\C","B09CT9QP5F",1600,120,NA,"1600","9;120",NA,NA,NA,"2000;3;7","9;120","2000;006;3;7"
"308",1584,"B076X8P5CM","pyle upgraded pure clean smart robot vacuum sweeper cleaner w/ self-navigated automatic robotic floor cleaning ability in selectable mode - built in rechargeable battery w/ led light pucrc17","B076X8P5CM","PURE CLEAN","B076X8P5CM,B06XSPK3B9",1600,90,NA,"","90;10;120","20","4;5","4;5","2100;7;2","10;20;90;10;20;120","2100;15;12;7;0;7;2;2100;4;5"
"309",2213,"B06XSPK3B9","pure clean smart robot vacuum sweeper cleaner - automatic multisurface bagless floor cleaner w/built-in rechargeable battery, selectable cleaning modes, 0.3l dust bin capacity, 90 min runtime - pyle","B076X8P5CM","PURE CLEAN","B076X8P5CM,B06XSPK3B9",1600,90,NA,"1600","90",NA,"3","3","1600;1300;7;2","90;10;20;90;90;90","1600;1300;7;2;3;7;0;7;2;3;11;3"
"310",66,"B07ND5B2XX","pure clean smart programmable robot vacuum cleaner - gyro sensor home navigation pucrc105.7","B07ND5B2XX","PURE CLEAN","None",1600,100,"60;60","1600;1600","80;100",NA,"4;5","4;5","2000;2000","100;100;80;100","2000;2;2;2000;60;4;5"
"311",108,"B07X7V5FG9","robocist 850 robot vacuum - smart robotic vacuum cleaner for pet hair, work with alexa app wi-fi connected, 1600pa max strong suction, self-charging, hard floor cleaning robot, thin & quiet for carpet","B07X7V5FG9","ROBOCIST","None",1600,100,"60;24","1600;1600;01600;500;1600;0",NA,NA,"24",NA,"2600;100","100;100;2600;100","0;0;0;0;24;2600;100;1600;0;0;0;0;2;7;24"
"312",1635,"B07NJJ7TVP","rozi tidybot robot vacuum cleaner with remote control, 1600pa, 4 cleaning modes for hard floors & low-pile carpets, smart infrared-sensor, quick auto charge (us edition) white","B07NJJ7TVP","Rozi","B07NJS1XCJ",1600,120,"59;59","1600;1600;1600",NA,NA,"2;3;2","2;3;2","0",NA,"000;2;3;2;15"
"313",2386,"B07NJS1XCJ","rozi tidybot robot vacuum cleaner with remote control, 1600pa, 4 cleaning modes for hard floors & low-pile carpets, smart infrared-sensor, quick auto charge (us edition) gray","B07NJJ7TVP","Rozi","B07NJS1XCJ",1600,120,"59;59","1600;1600;1600",NA,NA,"2;3;2","2;3;2","0",NA,"000;2;3;2;15"
"314",78,"B07QYQFYZF","robot vacuum, rozi 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(gray)","B07QYQFYZF","Rozi","B07QYQFYZF",1600,120,"59;59","1600;1600;1600;1600;2000;120;2;2600","120;120","120;120;150","2;3;2;3","2;3;2;3","2000;2600;2000","120;120;150;120;120","2000;2600;2000;2;3;1;2000;2600;2;3;2000;1"
"315",1642,"B07PFDK5NG","robot vacuum, 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(black)","B07QYQFYZF","Rozi","B07QYQFYZF",1600,120,"59;59","1600;1600;1600;1600;2000;120;2;15;450",NA,"120;120;150;120","2;3;2;3;2","2;3;2;3;2","2000;2000","120;120;150;120","2000;2000;2;3;60;1;1;0;6;2000;2;3;2;50;1;4"
"316",82,"B07RMTHT8F","rozi seisoai tidybot, 1600pa strong suction, super quiet robotic vacuum cleaner with 4 cleaning modes, quick auto charging, cleans hard floors to medium-pile carpets(silver)","B07RMTHT8F","Rozi","B07RTB4KZG",1600,150,"59","1600;1600;1600;1600;15;450","150;120","120","2;3;2;3;2","2;3;2;3;2","2000","150;120;120","2000;2;3;60;1;1;2;3;2;50;1;4"
"317",85,"B07RTB4KZG","rozi tidybot robot vacuum cleaner, 1600pa strong suction, smart infrared sensor, quick auto charge, 4 cleaning modes, route planing on hard floor, carpet and all floor types(black)","B07RMTHT8F","Rozi","B07RTB4KZG",1600,150,"59","1600;1600;1600;1600","150","120","2;3;2;3;2","2;3;2;3;2","2000","150;120","2000;2;3;60;15;2;3;2000;2;50;1;1"
"318",419,"B097HTHPKS","smart automatic robotic vacuum cleaner - slim rechargeable electric automatic robot vacuum cleaner w/, self programmed navigation, anti-fall sensors - (carpet, hardwood, linoleum, tile), white","B097HTHPKS","SereneLife","None",1600,90,"65","2","90;90;90",NA,"2;5;3","2;5;3","1500","90;90;90","1500;16;65;2;5;3;2;95"
"319",473,"B09DSXNV2S","soaoun robot vacuum cleaner, 3-in-1 vacuuming sweeping and mopping, rechargeable automatic smart sweeper robot 1600pa floor cleaning vacuum cleaner white","B09DSXNV2S","Soaoun","B09DSXT26K,B09DSXNV2S",1600,100,"55","1600;1600;1600",NA,NA,NA,NA,NA,"100;3;1","1;5;3;6;100;7;87"
"320",474,"B09DSXT26K","soaoun robot vacuum cleaner, 3-in-1 vacuuming sweeping and mopping, rechargeable automatic smart sweeper robot 1600pa floor cleaning vacuum cleaner black","B09DSXNV2S","Soaoun","B09DSXT26K,B09DSXNV2S",1600,100,"55","1600;1600;1600",NA,NA,NA,NA,NA,"100;3;1","1;5;3;6;100;7;87"
"321",515,"B09LCTQGF5","d380 robot vacuum, max suction 1600pa robotic vacuum cleaner (slim), quiet, multiple cleaning modes self-charging vacuum for pet hair hard floor","B09LCTQGF5","SQFZLL","B09LCTQGF5",1600,100,NA,"1600;1600;1600;380;14;4","100;100;300;120",NA,NA,NA,"2600","100;100;300;120","1;5;7;8;325;2600;0;5;2;83;2;8;4;7;70;120"
"322",508,"B09KR6P3YM","sqfzll robot vacuum 1600pa robot vacuum cleaner (thin) *large suction quiet multi-cleaning modes self-charging vacuum for pet hair hard floor carpet (black) (black) (380)","B09LCTQGF5","SQFZLL","None",1600,100,NA,"1600;1600;1600;380;14;4","100;300;120","100",NA,NA,"2600","100;100;300;120","1;5;7;8;325;2600;0;5;2;83;4;7;70;120"
"323",521,"B09M362RYH","robot vacuum,1600pa robotic vacuum cleaner (slim),quiet,multiple cleaning modes, self-charging robot vacuum, ideal for pet hair,hard floor, carpets","B09M362RYH","ZZ5610","None",1600,300,NA,"1600;1600;1600;0;5;380;14;4","300;120",NA,NA,NA,"2600;2600","300;120","2600;1;5;7;8;325;2600;0;5;2600;1;4;7;70;120"
"324",476,"B09DYF7YTN","robot vacuum cleaner, 1650pa robotic vacuum strong quiet suction 100 min runtime with water tank self-charging wifi alexa and google assistant remote control for pet hair carpets hard floors","B09DYF7YTN","Amdieu","B09DYF7YTN",1650,100,"55;55","1650;1650;1","240;100;100","100",NA,NA,"2600;2600","100;80;100;240;100;100;100","2600;3;4;4;2;12;2600;2600;3;2;1;4;365150400"
"325",1286,"B09DYDNVKM","robot vacuum cleaner, 1650pa robotic vacuum strong quiet suction 100 min runtime with water tank self-charging wifi alexa and google assistant remote control for pet hair carpets hard floors","B09DYF7YTN","Amdieu","B09DYF7YTN",1650,100,"55;55","1650;1650","240;100;100;100","100",NA,NA,"2600;2600","100;130;100;240;100;100;100;100","4;2600;2600;2;365150400"
"326",372,"B0925LSB3R","robot vacuum cleaner, victony 2 in 1 robotic vacuum cleaner mopping,1650pa paowerful suction, smart navigation,self-charging robotic vacuums, ideal for pet hair, carpets, hard floor-1","B0925LSB3R","VICTONY","None",1650,120,"55;55","1650;1650","240;120;120",NA,NA,NA,"2600","240;120;120","2600;365150400"
