"","X","asin","title","Brand","Firm","variationCSV","suction","Wok_1charge","db","pa","minutes","mins","hour","hours","mah","min","h"
"327",424,"B098JSQ4JW","robot vacuum cleaner, victony 2 in 1 robotic vacuum cleaner mopping,1650pa powerful suction, smart navigation,self-charging robotic vacuums, ideal for pet hair, carpets, hard floors bl08w","B0925LSB3R","VICTONY","None",1650,120,NA,"1650;1650;1650;1",NA,"120",NA,NA,"3000;3000","120","3000;4;2;12;3000;2;4;2;4;1650;120;2;1;4;3;3;6"
"328",486,"B09GKF2BVW","robot vacuum cleaner, victony robotic vacuum cleaner with 360° smart sensor protection, 2600mah, 100 mins run time, super-thin, 6 clean modes, self-charging for pet hair hard floors, carpet, black","B09GKF2BVW","VICTONY","None",1650,100,"55;55","1650","240;100;120;120","100;100",NA,NA,"2600;2600;2600","100;130;100;240;100;100;120;120","2600;4;2600;2600;2;365150400"
"329",491,"B09H4ZF7GM","victony robot vacuum cleaner, robotic vacuum cleaner with 360° smart sensor protectio, 2600mah, 1000mins run time, super-thin, 6 clean modes, self-charging for pet hair hard floors, carpet, black","B09GKF2BVW","VICTONY","None",1650,100,"55;55","1650","240;100;120;120","1000;100;2600",NA,NA,"2600;2600;2600","1000;100;130;100;240;2600;100;120;120","2600;4;2600;2600;2;365150400"
"330",501,"B09JK5C2SC","victony robot vacuum cleaner, robotic vacuum cleaner with 360° smart sensor protectio, 2600mah, 1000mins run time, super-thin, 6 clean modes, self-charging for pet hair hard floors carpet","B09GKF2BVW","VICTONY","None",1650,100,"55;55","1650","240;100;120;120","1000;100;2600",NA,NA,"2600;2600;2600","1000;100;130;100;240;2600;100;120;120","2600;4;2600;2600;2;365150400"
"331",1799,"B08HSXV2GX","victonyus 1650pa strong suction, super thin robotic vacuum, multiple cleaning modes/automatic self-charging robot vacuum for pet hair","B08HSXV2GX","VICTONY","B08HSXV2GX",1650,120,NA,"1650;1650;1",NA,"120",NA,NA,"2600","120;110;120","2600;3;4;4;2;12;2600;3;2;1;4"
"332",250,"B08HSYC97P","victonyus 1650pa strong suction, super thin robotic vacuum, multiple cleaning modes/automatic self-charging robot vacuum for pet hair (black-new)","B08HSXV2GX","VICTONY","None",1650,120,"55;55","1650;1650;1","240;120;120","120",NA,NA,"2600;2600","120;110;120;240;120;120","2600;3;4;4;2;12;2600;2600;3;2;1;4;365150400"
"333",267,"B08LVCS4K9","victonyus 1650pa strong suction, super thin robotic vacuum, multiple cleaning modes/automatic self-charging robot vacuum for pet hair","B08HSXV2GX","VICTONY","None",1650,120,"55;55","1650;1650;1","240;120;120","120",NA,NA,"2600;2600","120;110;120;240;120;120","2600;3;4;4;2;12;2600;2600;3;2;1;4;365150400"
"334",279,"B08NH9NSN9","robot vacuum, victonyus 1650pa robotic vacuum cleaner with self-charging, 360° smart sensor protectio, multiple cleaning modes vacuum best for pet hairs, hard floor & medium carpet","B08NH9NSN9","VICTONY","None",1650,100,"55;55","1650;1650;1","240;100;100","100",NA,NA,"2600;2600","100;80;100;240;100;100","2600;3;4;4;2;12;2600;2600;3;2;1;4;365150400"
"335",327,"B08TQYFM8P","robot vacuum, victonyus robotic vacuum cleaner, wi-fi connectivity, 1650pa suction, self-charging, multiple cleaning modes, best for pet hairs, hard floor & medium carpet","B08NH9NSN9","VICTONY","None",1650,100,"55;55","1650;1650","240;100;120;120","100",NA,NA,"2600;2600","100;130;100;240;100;120;120","4;2600;2600;2;365150400"
"336",338,"B08WHW6M6W","robot vacuum cleaner, victonyus 2 in 1 robotic vacuum cleaner mopping,1650pa powerful suction, smart navigation,self-charging robotic vacuums, ideal for pet hair, carpets, hard floors","B08WHW6M6W","VICTONY","None",1650,100,"55;55","1650;1650","240;100;120;120","100",NA,NA,"2600;2600","100;130;100;240;100;120;120","4;2600;2600;2;365150400"
"337",421,"B097SR6K9V","robot vacuum, victony robotic vacuum cleaner, wi-fi connectivity, 1650pa suction, self-charging, multiple cleaning modes, best for pet hairs, hard floor & medium carpet bl03","B097SR6K9V","VICTONY","None",1650,100,NA,"1650;1650","100","100",NA,NA,"2600","100;130;100;100","4;2600;2"
"338",818,"B08HSYC8N3","victonyus 1650pa strong suction, super thin robotic vacuum, multiple cleaning modes/automatic self-charging robot vacuum for pet hair","B08HSYC8N3","VICTONY","None",1650,120,NA,"1650;1650;1",NA,"120",NA,NA,"2600","120;110;120","2600;3;4;4;2;12;2600;3;2;1;4"
"339",863,"B08L7RXD76","victonyus 1650pa strong suction, super thin robotic vacuum, multiple cleaning modes/automatic self-charging robot vacuum for pet hair","B08HSYC8N3","VICTONY","None",1650,120,NA,"1650;1650;1",NA,"120",NA,NA,"2600","120;110;120","2600;3;4;4;2;12;2600;3;2;1;4"
"340",864,"B08L7TGYR1","victonyus 1650pa strong suction, super thin robotic vacuum, multiple cleaning modes/automatic self-charging robot vacuum for pet hair","B08HSYC8N3","VICTONY","None",1650,120,NA,"1650;1650;1",NA,"120",NA,NA,"2600","120;110;120","2600;3;4;4;2;12;2600;3;2;1;4"
"341",247,"B08HDQD8RL","coredy robot vacuum cleaner, 1700pa strong suction, super thin robotic vacuum, multiple cleaning modes/automatic self-charging robot vacuum for pet hair, hard floor to medium-pile carpets (renewed)","B08HDQD8RL","Coredy","None",1700,120,NA,"1700;1700;1700","120",NA,NA,NA,"2600","120","2600;1"
"342",388,"B09482L8MC","coredy r380 robot vacuum cleaner, robot vacuum and mop, compatible with alexa, wi-fi connected, 1700pa suction, super-thin, quiet auto self-charging robotic vacuums for pet hair, hard floors, carpet","R380","Coredy","None",1700,140,NA,"1700;1700","140;140",NA,NA,NA,NA,"140;140","2;7;1"
"343",489,"B09H2SHJ2T","coredy r380 robot vacuum cleaner, robot vacuum and mop, compatible with alexa, wi-fi connected, 1700pa suction, super-thin, quiet auto self-charging robotic vacuums for pet hair, hard floors, carpet","R380","Coredy","None",1700,110,NA,"1700;1700","110;110",NA,NA,NA,NA,"110;110","2;7;1"
"344",1636,"B07NPNN57S","coredy robot vacuum cleaner, 1700pa super-strong suction, ultra slim, automatic self-charging robotic vacuum for cleaning hardwood floors, medium-pile carpets, filter for pet, easy schedule cleaning","B07NPNN57S","Coredy","None",1700,110,NA,"1700;1700;1700","110;110",NA,NA,NA,NA,"110;110","2;7;1;1"
"345",2396,"B095WVDKKJ","irobot roomba e5 (5150) robot vacuum - wi-fi connected, compatible with alexa, self-charging robotic vacuum, black and root rt0 coding robot: programmable stem toy for kids 6+","e5","iRobot","B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",1700,90,NA,"",NA,NA,"","",NA,NA,"5"
"346",1647,"B07QNM7YDM","irobot roomba e5 (5150) robot vacuum - wi-fi connected, works with alexa, ideal for pet hair, carpets, hard, self-charging robotic vacuum, black","e5","iRobot","B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",1700,90,NA,"","90",NA,NA,NA,NA,"90","5;5"
"347",4821,"B07V588T49","irobot roomba e5 (5150) robot vacuum bundle wi-fi connected, compatible with alexa, ideal for pet hair, carpets, hard, self-charging (+1 extra edge-sweeping brush, 1 extra filter)","e5","iRobot","None",1700,90,NA,"","90;90",NA,NA,NA,NA,"90;90","5;1;1;5"
"348",2398,"B07ZHMR977","irobot roomba e5 (5150) robot vacuum dual mode virtual wall barrier compatible with roomba 600/700/800/900 series","e5","iRobot","B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",1700,90,NA,"1",NA,NA,NA,NA,NA,NA,"5"
"349",2399,"B07ZHMPS1K","irobot roomba e5 (5150) robot vacuum with dual mode virtual wall barrier (2-pack)","e5","iRobot","B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",1700,90,NA,"2;2",NA,NA,NA,NA,NA,NA,"5"
"350",2397,"B07ZHNK7P2","irobot roomba e5 (5150) robot vacuum with roomba e and i series replenishment kit","e5","iRobot","B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",1700,90,NA,"",NA,NA,NA,NA,NA,NA,"5;3"
"351",27410,"B07HLZZWJD","irobot roomba e5 5134 wi-fi connected robot vacuum","e5","iRobot","None",1700,90,NA,"","90",NA,NA,NA,NA,"90",""
"352",1158,"B095WMNGX4","irobot roomba i3 (3150) wi-fi connected robot vacuum vacuum - wi-fi connected mapping, compatible with alexa and root rt0 coding robot: programmable stem toy for kids 6+","i3","iRobot","None",1700,75,NA,"",NA,NA,"","",NA,NA,"10"
"353",1138,"B094CC8KZC","irobot roomba i3 (3150) wi-fi connected robot vacuum vacuum - wi-fi connected mapping, compatible with alexa, ideal for pet hair, bundle with 3 extra edge-sweeping brushes (4 items)","i3","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"354",214,"B08C4JXBPF","irobot roomba i3 evo (3150) wi-fi connected robot vacuum – now clean by room with smart mapping works with alexa ideal for pet hair carpets & hard floors, roomba i3","i3","iRobot","B08C4JXBPF,B092RZ7B7H,B092S13SJB",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"355",855,"B08KY1KVF7","irobot roomba i3 wi-fi robot vacuum - vacuum only (renewed)","i3","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"356",858,"B08L3WYS3Q","irobot roomba i3 wi-fi robot vacuum + automatic dirt disposal (renewed)","i3","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"357",2529,"B092RZS58M","irobot roomba i3+ (3550) robot vacuum with authentic replacement parts- roomba e, i, & j series replenishment kit","i3+","iRobot","B09TWV1T11,B09Y2Q7FRD,B09Y2RY4GF,B09Y2QQMV9,B08C4LC7TG,B092RZ6KMY,B092RZS58M,B092RY65QP",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;3"
"358",1925,"B095WWZSXX","irobot roomba i3+ (3550) robot vacuum with automatic dirt disposal disposal - empties itself, wi-fi connected mapping, works with alexa and root rt0 coding robot: programmable stem toy for kids 6+","i3+","iRobot","B095WWZSXX",1700,75,NA,"",NA,NA,"","",NA,"","10"
"359",2530,"B092RY65QP","irobot roomba i3+ (3550) robot vacuum with braava jet m6 (6110) ultimate robot mop- wi-fi connected","i3+","iRobot","B09TWV1T11,B09Y2Q7FRD,B09Y2RY4GF,B09Y2QQMV9,B08C4LC7TG,B092RZ6KMY,B092RZS58M,B092RY65QP",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"360",2528,"B092RZ6KMY","irobot roomba i3+ (3550) robot vacuum with clean base automatic dirt disposal bags","i3+","iRobot","B09TWV1T11,B09Y2Q7FRD,B09Y2RY4GF,B09Y2QQMV9,B08C4LC7TG,B092RZ6KMY,B092RZS58M,B092RY65QP",1700,75,NA,"3",NA,NA,NA,NA,NA,"","10"
"361",1820,"B08MWHKMZY","irobot roomba i3+ (3550) wi-fi connected robot vacuum with dirt disposal and virtual wall barrier bundle (2 items)","i3+","iRobot","B08MWHKMZY",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"362",2524,"B09TWV1T11","irobot roomba i3+ evo (3550) robot vacuum and braava jet m6 (6113) robot mop bundle - wi-fi connected, smart mapping, works with alexa, precision jet spray, corners & edges, ideal for multiple rooms","i3+","iRobot","B09TWV1T11,B09Y2Q7FRD,B09Y2RY4GF,B09Y2QQMV9,B08C4LC7TG,B092RZ6KMY,B092RZS58M,B092RY65QP",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"363",215,"B08C4LC7TG","irobot roomba i3+ evo (3550) self-emptying robot vacuum – now clean by room with smart mapping, empties itself for up to 60 days, works with alexa, ideal for pet hair, carpets<U+200B>","i3+","iRobot","B09TWV1T11,B09Y2Q7FRD,B09Y2RY4GF,B09Y2QQMV9,B08C4LC7TG,B092RZ6KMY,B092RZS58M,B092RY65QP",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"364",1944,"B097Z463ZP","irobot roomba i4+ (4552) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected mapping, compatible with alexa, ideal for pet hair, carpets (renewed)","i4+","iRobot","B097Z463ZP",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"365",2764,"B096WQZQR6","irobot roomba i4+ (4552) robot vacuum with automatic dirt disposal with irobot braava jet m6 (6012) ultimate robot mop- wi-fi connected","i4+","iRobot","B08TP1D9X1,B0B28MK11Y,B096WQZQR6,B0B28QZDV9",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"366",326,"B08TP1D9X1","irobot roomba i4+ evo (4552) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected mapping, compatible with alexa, ideal for pet hair, carpets","i3+","iRobot","B08TP1D9X1,B0B28MK11Y,B096WQZQR6,B0B28QZDV9",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"367",1933,"B096WRQNPV","irobot roomba i6+ (6550) robot vacuum with automatic dirt disposal with irobot braava jet m6 (6012) ultimate robot mop- wi-fi connected","i6+","iRobot","B096WRQNPV",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"368",156,"B085D45SZF","irobot roomba i6+ (6550) robot vacuum with automatic dirt disposal-empties itself for up to 60 days, wi-fi connected, works with alexa, carpets, + smart mapping upgrade - clean & schedule by room","i6+","iRobot","B085D45SZF",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"369",806,"B08H7Y7QTG","irobot roomba i6+ (6550) robot vacuum with automatic dirt disposal-empties itself, traps allergens, wi-fi connected mapping, compatible with alexa, ideal for pet hair, carpets, light silver (renewed)","i6+","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"370",847,"B08K5143VC","irobot roomba i6+ (6550) robot vacuum with automatic dirt disposal-empties itself, works with alexa with irobot authentic replacement parts- clean base automatic dirt disposal bags, 3-pack","i6+","iRobot","None",1700,75,NA,"3;3",NA,NA,NA,NA,NA,"","10"
"371",5521,"B07Z27H658","irobot roomba i7 (7150) robot vacuum and roomba 800 and 900 series replenishment kit (3 aeroforce filters, 2 spinning side brushes, and 1 set of multi-surface rubber brushes)","i7","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,NA,"10;3;0"
"372",1914,"B094P9RGNK","irobot roomba i7 (7150) robot vacuum- wi-fi connected, smart mapping, compatible with alexa, ideal for pet hair, works with clean base, black (renewed)","i7","iRobot","B094P9RGNK,B09B1BGM9X",1700,75,NA,"",NA,NA,NA,NA,NA,NA,"10;1;1"
"373",46,"B07GNRGDKP","irobot roomba i7 (7150) robot vacuum- wi-fi connected, smart mapping, works with alexa, ideal for pet hair, works with clean base, black","i7","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"374",1693,"B07Z27WFDL","irobot roomba i7 (7150) robot vacuum with braava jet m6 (6110) ultimate robot mop","i7","iRobot","B07Z27WFDL,B07ZHMTZ53",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"375",2446,"B07ZHMTZ53","irobot roomba i7 (7150) robot vacuum with roomba e and i series replenishment kit","i7","iRobot","B07Z27WFDL,B07ZHMTZ53",1700,75,NA,"",NA,NA,NA,NA,NA,NA,"10;3;0;3"
"376",914,"B08MWHFZFC","irobot roomba i7 7150 wi-fi connected robot vacuum and braava jet m6 robot mop bundle (2 items)","i7","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"377",3961,"B07NVSPRYD","irobot roomba i7 robotic vacuum bundle- alexa connected, home mapping, great for pet hair (+1 extra edge-sweeping brush, 1 extra filter)","i7","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;1;7;10"
"378",1102,"B092J9CDRW","irobot roomba i7 robotic vacuum bundle- alexa connected, home mapping, great for pet hair (+1 extra edge-sweeping brush, 1 extra filter) (renewed)","i7","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,NA,"10;1"
"379",865,"B08L85TXGW","irobot roomba i7+ (7550) robot vacuum bundle with automatic dirt disposal - wi-fi connected, smart mapping, ideal for pet hair (+2 allergenlock dirt disposal bags) (renewed)","i7+","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;1"
"380",5661,"B07ZPD7DWQ","irobot roomba i7+ (7550) robot vacuum wi-fi connected bundle with deco gear accessory kit for i7 and 2-yr cps enhanced protection pack","i7+","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;1;3;10"
"381",45,"B07GNPDMRP","irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected, smart mapping, works with alexa, ideal for pet hair, carpets, hard floors, black","i7+","iRobot","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"382",5501,"B07Z27B899","irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal and dual mode virtual wall barrier (2-pack)","i7+","iRobot","None",1700,75,NA,"2;2",NA,NA,NA,NA,NA,"","10"
"383",5571,"B07Z2864P7","irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal and dual mode virtual wall barrier compatible with roomba 600/700/800/900 series","i7+","iRobot","None",1700,75,NA,"1",NA,NA,NA,NA,NA,"","10"
"384",1224,"B099QL9G7Y","irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal with authentic replacement parts- roomba s series replenishment kit","i7+","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"385",1230,"B09B22L23J","irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal with irobot root rt0 coding robot: programmable stem toy for kids","i7+","iRobot","None",1700,75,NA,"",NA,NA,"","",NA,"","10"
"386",5511,"B07Z27CMXW","irobot roomba i7+ (7550) robot vacuum with braava jet m6 (6110) ultimate robot mop","i7+","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"387",2267,"B07TJTJRWG","irobot roomba i7+ (7550) robot vacuum with clean base™ automatic dirt disposal bags, 3-pack, compatible with all clean base™ models","i7+","iRobot","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,NA,"3;3;3",NA,NA,NA,NA,NA,"","10;10"
"388",2269,"B07Z27H651","irobot roomba i7+ (7550) robot vacuum with roomba e and i series replenishment kit","i7+","iRobot","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,NA,"",NA,NA,NA,NA,NA,"","10;10"
"389",1418,"B09MZG5Q24","irobot roomba j7 (7550) wi-fi connected self-emptying robot vacuum with irobot braava jet m6 robot mop bundle (2 items)","j7","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","7;10;7;7;7;10;7"
"390",395,"B094NYHTMF","irobot roomba j7+ (7550) self-emptying robot vacuum – identifies and avoids obstacles like pet waste & cords, empties itself for 60 days, smart mapping, works with alexa, ideal for pet hair, graphite","j7+","iRobot","B094NYHTMF,B09KB4HRR3,B09KWXSXML,B09KB4M4JX",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
"391",1519,"B09TVB46P3","irobot roomba j7+ (7550) self-emptying robot vacuum bundle – identifies and avoids obstacles like pet waste & cords + authentic high efficiency filter","j7+","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","6;10;13;3;3;4"
"392",1518,"B09TTY65X6","irobot roomba j7+ (7550) self-emptying robot vacuum bundle – identifies and avoids obstacles like pet waste & cords + authentic side brush","j7+","iRobot","None",1700,75,NA,"",NA,NA,NA,NA,NA,"","6;10;13;3;3;4"
"393",2795,"B09KWXSXML","irobot roomba j7+ 7550 self-emptying robot vacuum + authentic replacement parts- automatic dirt disposal bags, 3 pc, white + authentic replacement parts- roomba e, i & j series replenishment kit-green","j7+","iRobot","B094NYHTMF,B09KB4HRR3,B09KWXSXML,B09KB4M4JX",1700,75,NA,"",NA,NA,NA,NA,NA,"",""
"394",2796,"B09KB4M4JX","irobot roomba j7+ self-emptying robot vacuum – identifies & avoids obstacles, empties itself for 60 days, smart mapping, works w/ alexa + braava jet m6 ultimate robot mop, precision jet spray","j7+","iRobot","B094NYHTMF,B09KB4HRR3,B09KWXSXML,B09KB4M4JX",1700,75,NA,"",NA,NA,NA,NA,NA,"",""
"395",2794,"B09KB4HRR3","irobot roomba j7+ self-emptying robot vacuum– avoids obstacles, empties itself for 60 days, smart mapping, works w/ alexa + authentic replacement parts-clean base dirt disposal bag, 3-pack, white","j7+","iRobot","B094NYHTMF,B09KB4HRR3,B09KWXSXML,B09KB4M4JX",1700,75,NA,"3;3",NA,NA,NA,NA,NA,"","3"
"396",2523,"B092S13SJB","irobot roomba® i3 (3150) wi-fi® connected robot vacuum vacuum - wi-fi connected mapping with irobot authentic replacement parts- roomba e and i series replenishment kit","i3","iRobot","B08C4JXBPF,B092RZ7B7H,B092S13SJB",1700,75,NA,"",NA,NA,NA,NA,NA,NA,"10;3"
"397",2522,"B092RZ7B7H","irobot roomba® i3 (3150) wi-fi® connected robot vacuum vacuum - wi-fi connected mapping with irobot braava jet m6 (6110) ultimate robot mop- wi-fi connected","i3","iRobot","B08C4JXBPF,B092RZ7B7H,B092S13SJB",1700,75,NA,"",NA,NA,NA,NA,NA,NA,"10"
"398",394,"B094NW318F","irobot® roomba® j7 (7150) wi-fi® connected robot vacuum - identifies and avoids obstacles like pet waste & cords, smart mapping, works with alexa, ideal for pet hair, carpets, hard floors","j7","iRobot","B09Y2S46H8,B09KBDK65M,B094NW318F",1700,75,NA,"",NA,NA,NA,NA,NA,"","10"
