,market_ids,asin,asin,variationCSV.x,listed_date,salesRANK,prices,rating,ave_rating,color,itemLength.y,itemWidth.y,itemHeight.y,itemWeight,Fra_income
93900,2018-11,B07F69NYDW,B07F8ZQDSZ,B07FHYCB1R,01/07/2018 00:00,31721,89,NA,3.8,Yellow,381,114,356,1600,73482000
97660,2019-02,B07F69NYDW,B07F8ZQDSZ,B07FHYCB1R,01/07/2018 00:00,433798,98.98,NA,3.5,Yellow,381,114,356,1600,73191810
91047,2018-08,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,26994,309.99,NA,5,White,353,91,351,3600,72786000
91803,2018-09,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,5124,259,NA,4.9,White,353,91,351,3600,73164000
93280,2018-10,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,6155,369.99,NA,4.546153846,White,353,91,351,3600,73428000
94566,2018-11,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,3347,295,NA,4.57,White,353,91,351,3600,73482000
94905,2018-12,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,2594,299.99,NA,4.72,White,353,91,351,3600,73536000
95969,2019-01,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,2779,299.99,NA,4.548148148,White,353,91,351,3600,73335570
97719,2019-03,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,2181,251.09,NA,4.3,White,353,91,351,3600,73269680
99170,2019-04,B07F8ZQDSZ,B07F8ZQDSZ,None,05/07/2018 00:00,2053,299.99,NA,4.35,White,353,91,351,3600,73389480
99797,2019-05,B07F8ZQDSZ,B07FHYCB1R,None,05/07/2018 00:00,1266,299.99,NA,4.225,White,353,91,351,3600,73383490
106308,2019-11,B07F8ZQDSZ,B07FHYCB1R,None,05/07/2018 00:00,90,199.99,NA,4.4375,White,353,91,351,3600,74174170
107529,2019-12,B07F8ZQDSZ,B07FHYCB1R,None,05/07/2018 00:00,129,299.99,NA,4.393333333,White,353,91,351,3600,74401790
108556,2020-01,B07F8ZQDSZ,B07FHYCB1R,None,05/07/2018 00:00,1580,239.99,NA,4.35,White,353,91,351,3600,75550080
90030,2018-07,B07FHYCB1R,B07FHYCB1R,B07FHYCB1R,01/07/2018 00:00,33927,90,NA,5,Pink,381,114,356,1600,72492000
90803,2018-08,B07FHYCB1R,B07FHYCB1R,B07FHYCB1R,01/07/2018 00:00,28895,85.99,NA,3.9,Pink,381,114,356,1600,72786000
92003,2018-09,B07FHYCB1R,B07FHYCB1R,B07FHYCB1R,01/07/2018 00:00,43553,88,NA,4.2,Pink,381,114,356,1600,73164000
93272,2018-10,B07FHYCB1R,B07FHYPBFP,B07FHYCB1R,01/07/2018 00:00,49826,50,NA,1,Pink,381,114,356,1600,73428000
93878,2018-11,B07FHYCB1R,B07FHYPBFP,B07FHYCB1R,01/07/2018 00:00,75363,88,NA,3.633333333,Pink,381,114,356,1600,73482000
95080,2018-12,B07FHYCB1R,B07FHYPBFP,B07FHYCB1R,01/07/2018 00:00,98334,98.98,NA,3.25,Pink,381,114,356,1600,73536000
107586,2019-12,B07FHYCB1R,B07FHYVBTD,B07FHYCB1R,01/07/2018 00:00,106926,86.99,NA,3.4,Pink,381,114,356,1600,74401790
94348,2018-11,B07FHYPBFP,B07FHYVBTD,"B07FHYVBTD,B07FHYPBFP",01/07/2018 00:00,12341,136,NA,5,Pink,469.9,388.62,157.48,1588,73482000
99045,2019-04,B07FHYPBFP,B07FHYVBTD,"B07FHYVBTD,B07FHYPBFP",01/07/2018 00:00,20402,259,NA,3.8,Pink,469.9,388.62,157.48,1588,73389480
107535,2019-12,B07FHYPBFP,B07FHYVBTD,"B07FHYVBTD,B07FHYPBFP",01/07/2018 00:00,27127,129,NA,4,Pink,469.9,388.62,157.48,1588,74401790
94466,2018-11,B07FHYVBTD,B07FY4PRGZ,"B07FHYVBTD,B07FHYPBFP",01/07/2018 00:00,14169,136,NA,5,Gold,474.98,396.24,157.48,1588,73482000
96094,2019-01,B07FHYVBTD,B07FY4PRGZ,"B07FHYVBTD,B07FHYPBFP",01/07/2018 00:00,237656,136,NA,3.2,Gold,474.98,396.24,157.48,1588,73335570
97545,2019-02,B07FHYVBTD,B07FY4PRGZ,"B07FHYVBTD,B07FHYPBFP",01/07/2018 00:00,342439,136,NA,3.15,Gold,474.98,396.24,157.48,1588,73191810
106707,2019-12,B07FHYVBTD,B07FY4PRGZ,"B07FHYVBTD,B07FHYPBFP",01/07/2018 00:00,56555,129,NA,3.8,Gold,474.98,396.24,157.48,1588,74401790
93623,2018-10,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,3005,459,NA,5,None,350,350,100,3493,73428000
94574,2018-11,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,25269,398.98,NA,4.744444444,None,350,350,100,3493,73482000
95267,2018-12,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,7358,399.98,NA,4.733333333,None,350,350,100,3493,73536000
96027,2019-01,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,11021,399.98,NA,4.529411765,None,350,350,100,3493,73335570
98025,2019-03,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,24404,399.98,NA,4.25,None,350,350,100,3493,73269680
99043,2019-04,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,47223,419.99,NA,4.15,None,350,350,100,3493,73389480
100208,2019-05,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,69557,479.99,NA,4.3,None,350,350,100,3493,73383490
100885,2019-06,B07FY4PRGZ,B07FY4PRGZ,None,22/08/2018 00:00,21390,362,NA,4.25,None,350,350,100,3493,73281660
101790,2019-07,B07FY4PRGZ,B07FZY36W7,None,22/08/2018 00:00,32289,479.99,NA,4.25,None,350,350,100,3493,73275670
102759,2019-08,B07FY4PRGZ,B07FZY36W7,None,22/08/2018 00:00,162283,479.98,NA,4.2,None,350,350,100,3493,73521260
108502,2020-01,B07FY4PRGZ,B07FZY36W7,None,22/08/2018 00:00,167183,407.98,NA,4.2,None,350,350,100,3493,75550080
109057,2020-02,B07FY4PRGZ,B07FZY36W7,None,22/08/2018 00:00,144907,407.98,NA,4.1,None,350,350,100,3493,75361600
94137,2018-11,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,376,125.99,NA,3.966666667,White 900pa,495,361,170,2800,73482000
94842,2018-12,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,351,128.99,NA,3.760869565,White 900pa,495,361,170,2800,73536000
96086,2019-01,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,143,125.99,NA,3.9,White 900pa,495,361,170,2800,73335570
97542,2019-02,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,9380,109.99,NA,3.93,White 900pa,495,361,170,2800,73191810
98679,2019-03,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,6224,101.99,NA,3.8,White 900pa,495,361,170,2800,73269680
99223,2019-04,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,60828,99.99,NA,4.1,White 900pa,495,361,170,2800,73389480
99955,2019-05,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,47320,109.99,NA,4.033333333,White 900pa,495,361,170,2800,73383490
100817,2019-06,B07FZY36W7,B07FZY36W7,B07FZY36W7,29/07/2018 00:00,35486,99.99,NA,4,White 900pa,495,361,170,2800,73281660
102499,2019-07,B07FZY36W7,B07G268NSX,B07FZY36W7,29/07/2018 00:00,41766,109.99,NA,4.15,White 900pa,495,361,170,2800,73275670
107068,2019-12,B07FZY36W7,B07G4SRN7B,B07FZY36W7,29/07/2018 00:00,723280,151.86,NA,3.8,White 900pa,495,361,170,2800,74401790
108547,2020-01,B07FZY36W7,B07G4SRN7B,B07FZY36W7,29/07/2018 00:00,754514,194.95,NA,3.733333333,White 900pa,495,361,170,2800,75550080
109161,2020-02,B07FZY36W7,B07G4SRN7B,B07FZY36W7,29/07/2018 00:00,741749,189.99,NA,3.766666667,White 900pa,495,361,170,2800,75361600
99110,2019-04,B07G268NSX,B07G4SRN7B,None,30/07/2018 00:00,104146,219.9,NA,2.5,None,330,330,76,2177,73389480
92600,2018-09,B07G4SRN7B,B07G4SRN7B,None,21/07/2017 00:00,315922,170,NA,4.1,Gray,330,330,76,2177,73164000
95363,2018-12,B07G4SRN7B,B07G4SRN7B,None,21/07/2017 00:00,172388,200,NA,4.4,Gray,330,330,76,2177,73536000
95762,2019-01,B07G4SRN7B,B07G4SRN7B,None,21/07/2017 00:00,262886,198.99,NA,4.05,Gray,330,330,76,2177,73335570
99534,2019-04,B07G4SRN7B,B07G4SRN7B,None,21/07/2017 00:00,102853,179.99,NA,3.966666667,Gray,330,330,76,2177,73389480
101878,2019-07,B07G4SRN7B,B07G4SRN7B,None,21/07/2017 00:00,208750,204.93,NA,4.4,Gray,330,330,76,2177,73275670
103120,2019-08,B07G4SRN7B,B07G94BYGQ,None,21/07/2017 00:00,262113,204.88,NA,4.1,Gray,330,330,76,2177,73521260
107694,2020-01,B07G4SRN7B,B07G94BYGQ,None,21/07/2017 00:00,96130,139.98,NA,4.2,Gray,330,330,76,2177,75550080
109409,2020-02,B07G4SRN7B,B07G94BYGQ,None,21/07/2017 00:00,447582,179.99,NA,4.3,Gray,330,330,76,2177,75361600
109690,2020-03,B07G4SRN7B,B07G94BYGQ,None,21/07/2017 00:00,200207,168.99,NA,4.4,Gray,330,330,76,2177,75975680
97476,2019-02,B07G94BYGQ,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,57220,99.99,NA,5,White,543.56,406.4,147.32,3538,73191810
98248,2019-03,B07G94BYGQ,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,31959,99.99,NA,4.1,White,543.56,406.4,147.32,3538,73269680
99227,2019-04,B07G94BYGQ,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,68521,259.99,NA,3.5,White,543.56,406.4,147.32,3538,73389480
99989,2019-05,B07G94BYGQ,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,374516,115.99,NA,3.8,White,543.56,406.4,147.32,3538,73383490
100993,2019-06,B07G94BYGQ,B07GDHPWCS,B09QBSZ7VR,15/10/2018 00:00,104300,115.99,NA,3.7,White,543.56,406.4,147.32,3538,73281660
101804,2019-07,B07G94BYGQ,B07GDHPWCS,B09QBSZ7VR,15/10/2018 00:00,105116,99.99,NA,3.7,White,543.56,406.4,147.32,3538,73275670
108451,2020-01,B07G94BYGQ,B07GDHPWCS,B09QBSZ7VR,15/10/2018 00:00,56636,154.99,NA,3.866666667,White,543.56,406.4,147.32,3538,75550080
109120,2020-02,B07G94BYGQ,B07GDHPWCS,B09QBSZ7VR,15/10/2018 00:00,116859,149.99,NA,4.05,White,543.56,406.4,147.32,3538,75361600
94221,2018-11,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,1288,299.98,NA,5,Black/White,353,353,84,5443,73482000
95614,2018-12,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,23290,349.99,NA,4.22,Black/White,353,353,84,5443,73536000
95857,2019-01,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,52547,329.19,NA,3.933333333,Black/White,353,353,84,5443,73335570
97629,2019-02,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,47383,399.98,NA,4.25,Black/White,353,353,84,5443,73191810
97894,2019-03,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,59329,329.19,NA,4.5,Black/White,353,353,84,5443,73269680
99614,2019-04,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,918,269.99,NA,4.6,Black/White,353,353,84,5443,73389480
99951,2019-05,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,47770,299.99,NA,4.266666667,Black/White,353,353,84,5443,73383490
101044,2019-06,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,38983,340.06,NA,4.233333333,Black/White,353,353,84,5443,73281660
102613,2019-07,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,260,269.99,NA,4.133333333,Black/White,353,353,84,5443,73275670
103488,2019-08,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,53745,324.99,NA,4.15,Black/White,353,353,84,5443,73521260
103810,2019-09,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,50139,325.99,NA,4.15,Black/White,353,353,84,5443,73754870
105631,2019-10,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,121605,529.99,NA,4,Black/White,353,353,84,5443,74168180
106670,2019-11,B07GDHPWCS,B07GDHPWCS,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,290,521.99,NA,3.533333333,Black/White,353,353,84,5443,74174170
106816,2019-12,B07GDHPWCS,B07GNPDMRP,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,21223,269.99,NA,2.933333333,Black/White,353,353,84,5443,74401790
107938,2020-01,B07GDHPWCS,B07GNPDMRP,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,108719,399.96,NA,4,Black/White,353,353,84,5443,75550080
108779,2020-02,B07GDHPWCS,B07GNPDMRP,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,23907,299.99,NA,4.066666667,Black/White,353,353,84,5443,75361600
110657,2020-03,B07GDHPWCS,B07GNPDMRP,"B07GDHPWCS,B07W4S99CM",14/03/2018 00:00,98,299.96,NA,3.9,Black/White,353,353,84,5443,75975680
94117,2018-11,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,6842,948.98,NA,3.775,Black,339,339,92,3375,73482000
96681,2019-01,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,37649,949,NA,3.716666667,Black,339,339,92,3375,73335570
97324,2019-02,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,3778,999,NA,4.271428571,Black,339,339,92,3375,73191810
97939,2019-03,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,3951,999,NA,4.218181818,Black,339,339,92,3375,73269680
99259,2019-04,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1875,929.95,NA,3.868181818,Black,339,339,92,3375,73389480
100328,2019-05,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1553,899.99,NA,3.75,Black,339,339,92,3375,73383490
101295,2019-06,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,5284,939,NA,3.983333333,Black,339,339,92,3375,73281660
102643,2019-07,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,5881,939,NA,4.066666667,Black,339,339,92,3375,73275670
103850,2019-09,B07GNPDMRP,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1727,769.99,NA,4.05,Black,339,339,92,3375,73754870
105568,2019-10,B07GNPDMRP,B07GNRGDKP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,4773,947,NA,4.05,Black,339,339,92,3375,74168180
105741,2019-11,B07GNPDMRP,B07GNRGDKP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1066,799,NA,4.15,Black,339,339,92,3375,74174170
107528,2019-12,B07GNPDMRP,B07GNRGDKP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,33,671.95,NA,4.072222222,Black,339,339,92,3375,74401790
107695,2020-01,B07GNPDMRP,B07GNRGDKP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,2710,770,NA,4.316666667,Black,339,339,92,3375,75550080
93751,2018-11,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,961,688.99,NA,2.966666667,Black,339,337,92,3380,73482000
95234,2018-12,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,2273,677,NA,2.85,Black,339,337,92,3380,73536000
96605,2019-01,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,3758,650,NA,2.857142857,Black,339,337,92,3380,73335570
97677,2019-02,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,9540,699,NA,3.517777778,Black,339,337,92,3380,73191810
97893,2019-03,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,18512,750,NA,3.514285714,Black,339,337,92,3380,73269680
99621,2019-04,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,7587,690,NA,3.64,Black,339,337,92,3380,73389480
100289,2019-05,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,4482,649,NA,3.8,Black,339,337,92,3380,73383490
101270,2019-06,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,5284,685,NA,3.9,Black,339,337,92,3380,73281660
102380,2019-07,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,3931,685,NA,4.06,Black,339,337,92,3380,73275670
102853,2019-08,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,2509,674.99,NA,4,Black,339,337,92,3380,73521260
104338,2019-09,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,193,538.99,NA,4,Black,339,337,92,3380,73754870
104823,2019-10,B07GNRGDKP,B07GNRGDKP,None,29/10/2018 00:00,1351,650,NA,4.05,Black,339,337,92,3380,74168180
106058,2019-11,B07GNRGDKP,B07GPH2K9P,None,29/10/2018 00:00,5045,598,NA,4.053846154,Black,339,337,92,3380,74174170
107113,2019-12,B07GNRGDKP,B07GPH2K9P,None,29/10/2018 00:00,192,499,NA,4.09,Black,339,337,92,3380,74401790
108115,2020-01,B07GNRGDKP,B07GPH2K9P,None,29/10/2018 00:00,8294,580,NA,4.2,Black,339,337,92,3380,75550080
108885,2020-02,B07GNRGDKP,B07GPH2K9P,None,29/10/2018 00:00,6392,499,NA,4.357142857,Black,339,337,92,3380,75361600
92669,2018-09,B07GPH2K9P,B07GPH2K9P,None,15/08/2018 00:00,346,599.99,NA,4.4,Black,351,348,97,3175,73164000
93054,2018-10,B07GPH2K9P,B07GPH2K9P,None,15/08/2018 00:00,133,589,NA,4.655555556,Black,351,348,97,3175,73428000
95378,2018-12,B07GPH2K9P,B07GS479HT,None,15/08/2018 00:00,333,419.99,NA,4.45,Black,351,348,97,3175,73536000
96773,2019-02,B07GPH2K9P,B07GS479HT,None,15/08/2018 00:00,37,499.98,NA,4.566666667,Black,351,348,97,3175,73191810
102031,2019-07,B07GPH2K9P,B07H3JNDL5,None,15/08/2018 00:00,160,398.99,NA,4.35,Black,351,348,97,3175,73275670
107631,2019-12,B07GPH2K9P,B07H3JNDL5,None,15/08/2018 00:00,242,359.99,NA,4.55,Black,351,348,97,3175,74401790
105342,2019-10,B07GS479HT,B07H3JNDL5,None,23/08/2018 00:00,235440,159.98,NA,5,Brown,579,381,112,2404,74168180
110117,2020-03,B07GS479HT,B07H3JNDL5,None,23/08/2018 00:00,161299,157.98,NA,4.3,Brown,579,381,112,2404,75975680
93865,2018-11,B07H3JNDL5,B07H3JNDL5,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,62931,241.96,NA,4.555555556,Black,454.914,343.916,125.984,2599,73482000
95676,2018-12,B07H3JNDL5,B07H3JNDL5,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,4,195.99,NA,4.364948454,Black,454.914,343.916,125.984,2599,73536000
96065,2019-01,B07H3JNDL5,B07H3JNDL5,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,300,279.99,NA,4.414634146,Black,454.914,343.916,125.984,2599,73335570
100596,2019-05,B07H3JNDL5,B07H3JNDL5,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,50,179.99,NA,4.3,Black,454.914,343.916,125.984,2599,73383490
101836,2019-07,B07H3JNDL5,B07HFRS1HZ,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,7225,199.99,NA,4.25,Black,454.914,343.916,125.984,2599,73275670
105446,2019-10,B07H3JNDL5,B07HFRS1HZ,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,7,169.99,NA,3.9,Black,454.914,343.916,125.984,2599,74168180
105976,2019-11,B07H3JNDL5,B07HFRS1HZ,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,20754,199.99,NA,4.0375,Black,454.914,343.916,125.984,2599,74174170
106996,2019-12,B07H3JNDL5,B07HFRS1HZ,"B07H3JNDL5,B07MPS81HR",04/09/2018 00:00,35670,199.99,NA,4.4875,Black,454.914,343.916,125.984,2599,74401790
93743,2018-11,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,56738,219.99,NA,5,None,330,330,737,4950,73482000
95630,2018-12,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,14363,174.99,NA,4.055555556,None,330,330,737,4950,73536000
96635,2019-01,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,176125,219.99,NA,3.944444444,None,330,330,737,4950,73335570
97092,2019-02,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,45450,219.99,NA,3.85,None,330,330,737,4950,73191810
98685,2019-03,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,83479,164.99,NA,3.9,None,330,330,737,4950,73269680
99302,2019-04,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,18138,169.99,NA,4.2,None,330,330,737,4950,73389480
100385,2019-05,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,11995,189.99,NA,4.366666667,None,330,330,737,4950,73383490
101137,2019-06,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,23894,189.99,NA,4.333333333,None,330,330,737,4950,73281660
102632,2019-07,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,7285,179.5,NA,4.35,None,330,330,737,4950,73275670
103215,2019-08,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,15347,179.99,NA,4.233333333,None,330,330,737,4950,73521260
105548,2019-10,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,17692,179.99,NA,4.266666667,None,330,330,737,4950,74168180
106298,2019-11,B07HFRS1HZ,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,4306,165,NA,4.25,None,330,330,737,4950,74174170
106975,2019-12,B07HFRS1HZ,B07JCXRP4H,B07HFRS1HZ,17/09/2018 00:00,6995,168.99,NA,4.2,None,330,330,737,4950,74401790
108582,2020-01,B07HFRS1HZ,B07JCXRP4H,B07HFRS1HZ,17/09/2018 00:00,29606,99,NA,4.15,None,330,330,737,4950,75550080
109386,2020-02,B07HFRS1HZ,B07JCXRP4H,B07HFRS1HZ,17/09/2018 00:00,36190,141.95,NA,4.15,None,330,330,737,4950,75361600
110341,2020-03,B07HFRS1HZ,B07JCXRP4H,B07HFRS1HZ,17/09/2018 00:00,8810,179.99,NA,4.1,None,330,330,737,4950,75975680
97214,2019-02,B07JCXRP4H,B07JCXRP4H,None,30/10/2018 00:00,1389,209.99,NA,4.35,White,324,324,70,2585,73191810
98297,2019-03,B07JCXRP4H,B07JCXRP4H,None,30/10/2018 00:00,1387,209.99,NA,4.8,White,324,324,70,2585,73269680
99363,2019-04,B07JCXRP4H,B07JNG4KWR,None,30/10/2018 00:00,8068,209.99,NA,4.55,White,324,324,70,2585,73389480
102249,2019-07,B07JCXRP4H,B07JNG4KWR,None,30/10/2018 00:00,631,209.99,NA,4.45,White,324,324,70,2585,73275670
106704,2019-12,B07JCXRP4H,B07JNG4KWR,None,30/10/2018 00:00,26842,135.65,NA,4.35,White,324,324,70,2585,74401790
108296,2020-01,B07JCXRP4H,B07JZ6MTC4,None,30/10/2018 00:00,15722,170.99,NA,4.35,White,324,324,70,2585,75550080
95935,2019-01,B07JNG4KWR,B07JZ6MTC4,None,23/10/2018 00:00,161509,119.99,NA,4.2,White,530.86,347.98,121.92,3392.86816,73335570
99916,2019-05,B07JNG4KWR,B07JZ6MTC4,None,23/10/2018 00:00,5587,119.99,NA,3.5,White,530.86,347.98,121.92,3392.86816,73383490
102316,2019-07,B07JNG4KWR,B07JZ6MTC4,None,23/10/2018 00:00,47912,119.99,NA,3.266666667,White,530.86,347.98,121.92,3392.86816,73275670
94888,2018-12,B07JZ6MTC4,B07JZ6MTC4,None,29/10/2018 00:00,762927,349,NA,5,Black,325,325,72,2599,73536000
96505,2019-01,B07JZ6MTC4,B07JZ6MTC4,None,29/10/2018 00:00,1973,199.99,NA,4.641666667,Black,325,325,72,2599,73335570
97972,2019-03,B07JZ6MTC4,B07JZ6MTC4,None,29/10/2018 00:00,3415,199.99,NA,4.455555556,Black,325,325,72,2599,73269680
100464,2019-05,B07JZ6MTC4,B07JZ6MTC4,None,29/10/2018 00:00,98,167.99,NA,4.6,Black,325,325,72,2599,73383490
100766,2019-06,B07JZ6MTC4,B07JZ6MTC4,None,29/10/2018 00:00,2403,239.98,NA,4.54,Black,325,325,72,2599,73281660
102783,2019-08,B07JZ6MTC4,B07JZ6MTC4,None,29/10/2018 00:00,164051,259.99,NA,4.6,Black,325,325,72,2599,73521260
104563,2019-09,B07JZ6MTC4,B07JZ6MTC4,None,29/10/2018 00:00,140115,259.99,NA,4.5,Black,325,325,72,2599,73754870
105499,2019-10,B07JZ6MTC4,B07KCP2MS9,None,29/10/2018 00:00,282489,275,NA,4.4,Black,325,325,72,2599,74168180
106625,2019-11,B07JZ6MTC4,B07KCP2MS9,None,29/10/2018 00:00,113212,259.99,NA,4.3,Black,325,325,72,2599,74174170
108618,2020-01,B07JZ6MTC4,B07KCP2MS9,None,29/10/2018 00:00,826,159.99,NA,4.35,Black,325,325,72,2599,75550080
109033,2020-02,B07JZ6MTC4,B07KCP2MS9,None,29/10/2018 00:00,24068,239.9,NA,4.35,Black,325,325,72,2599,75361600
96306,2019-01,B07KCP2MS9,B07KCP2MS9,None,09/11/2018 00:00,180791,229.99,NA,2,None,457,356,102,5897,73335570
97794,2019-03,B07KCP2MS9,B07KFPQWXM,None,09/11/2018 00:00,238047,227,NA,3.6,None,457,356,102,5897,73269680
101358,2019-06,B07KCP2MS9,B07KFPQWXM,None,09/11/2018 00:00,171032,205,NA,3.7,None,457,356,102,5897,73281660
102597,2019-07,B07KCP2MS9,B07KFPQWXM,None,09/11/2018 00:00,185207,199.99,NA,4,None,457,356,102,5897,73275670
