,market_ids,asin,asin,variationCSV.x,listed_date,salesRANK,prices,rating,ave_rating,color,itemLength.y,itemWidth.y,itemHeight.y,itemWeight,Fra_income
100298,2019-05,B07PTP8GJ5,B07PX2HQQ4,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,4757,349.99,NA,4.2,None,348,351,91,3175,73383490
107305,2019-12,B07PTP8GJ5,B07PX2HQQ4,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,309,184,NA,4.4,None,348,351,91,3175,74401790
109824,2020-03,B07PTP8GJ5,B07Q2GHPF6,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,1736,249.99,NA,4.333333333,None,348,351,91,3175,75975680
101674,2019-06,B07PX2HQQ4,B07Q2GHPF6,None,26/03/2019 00:00,61236,229.95,NA,5,Black,315,315,69,2599,73281660
101850,2019-07,B07PX2HQQ4,B07Q2GHPF6,None,26/03/2019 00:00,635,210,NA,4.893333333,Black,315,315,69,2599,73275670
109911,2020-03,B07PX2HQQ4,B07Q2GHPF6,None,26/03/2019 00:00,14303,196,NA,4.5,Black,315,315,69,2599,75975680
101858,2019-07,B07Q2GHPF6,B07Q2GHPF6,None,03/07/2019 00:00,31448,199.99,NA,4.3,None,351,351,89,5161.88117,73275670
104662,2019-09,B07Q2GHPF6,B07Q2HFBKD,None,03/07/2019 00:00,332655,199.98,NA,5,None,351,351,89,5161.88117,73754870
108321,2020-01,B07Q2GHPF6,B07Q2HFBKD,None,03/07/2019 00:00,22515,139.96,NA,4.6,None,351,351,89,5161.88117,75550080
109107,2020-02,B07Q2GHPF6,B07Q2HFBKD,None,03/07/2019 00:00,53200,118.96,NA,4.25,None,351,351,89,5161.88117,75361600
110608,2020-03,B07Q2GHPF6,B07Q7Y84S6,None,03/07/2019 00:00,275624,139.98,NA,3.7,None,351,351,89,5161.88117,75975680
102553,2019-07,B07Q2HFBKD,B07Q7Y84S6,"B07NRYGJNP,B07Q2HFBKD",26/03/2019 00:00,97427,169.99,NA,5,White,305,305,76,2495,73275670
103684,2019-08,B07Q2HFBKD,B07Q7Y84S6,"B07NRYGJNP,B07Q2HFBKD",26/03/2019 00:00,101227,159.99,NA,4.2,White,305,305,76,2495,73521260
105707,2019-11,B07Q2HFBKD,B07Q7Y84S6,"B07NRYGJNP,B07Q2HFBKD",26/03/2019 00:00,110767,149.99,NA,4.1,White,305,305,76,2495,74174170
102068,2019-07,B07Q7Y84S6,B07Q7Y84S6,None,01/06/2019 00:00,7,249.97,NA,4.845833333,Black,328,328,78,1996,73275670
102828,2019-08,B07Q7Y84S6,B07Q7Y84S6,None,01/06/2019 00:00,1203,136.97,NA,4.530769231,Black,328,328,78,1996,73521260
104571,2019-09,B07Q7Y84S6,B07Q7Y84S6,None,01/06/2019 00:00,1604,179.99,NA,4.346153846,Black,328,328,78,1996,73754870
105258,2019-10,B07Q7Y84S6,B07Q7Y84S6,None,01/06/2019 00:00,9927,199,NA,4.12,Black,328,328,78,1996,74168180
106611,2019-11,B07Q7Y84S6,B07QC4VZ5N,None,01/06/2019 00:00,42,191.2,NA,4.052941176,Black,328,328,78,1996,74174170
107166,2019-12,B07Q7Y84S6,B07QC4VZ5N,None,01/06/2019 00:00,4,99,NA,4.056382979,Black,328,328,78,1996,74401790
108596,2020-01,B07Q7Y84S6,B07QC4VZ5N,None,01/06/2019 00:00,20,99,NA,4.15,Black,328,328,78,1996,75550080
109429,2020-02,B07Q7Y84S6,B07QC4VZ5N,None,01/06/2019 00:00,474,159.98,NA,4.148,Black,328,328,78,1996,75361600
101596,2019-06,B07QC4VZ5N,B07QC4VZ5N,None,03/04/2019 00:00,1654,279,NA,2.766666667,None,305,102,406,5456.71621,73281660
101728,2019-07,B07QC4VZ5N,B07QC4VZ5N,None,03/04/2019 00:00,1288,289,NA,3.25,None,305,102,406,5456.71621,73275670
104186,2019-09,B07QC4VZ5N,B07QNM7YDM,None,03/04/2019 00:00,1965,269,NA,3.8,None,305,102,406,5456.71621,73754870
104894,2019-10,B07QC4VZ5N,B07QNM7YDM,None,03/04/2019 00:00,1700,299,NA,3.72,None,305,102,406,5456.71621,74168180
105887,2019-11,B07QC4VZ5N,B07QNM7YDM,None,03/04/2019 00:00,1537,299,NA,3.85,None,305,102,406,5456.71621,74174170
107438,2019-12,B07QC4VZ5N,B07QNM7YDM,None,03/04/2019 00:00,2415,284.95,NA,3.866666667,None,305,102,406,5456.71621,74401790
101184,2019-06,B07QNM7YDM,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,19203,338.35,NA,4.6,Black,342,340,93,3279,73281660
101720,2019-07,B07QNM7YDM,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,13749,349.99,NA,4.341666667,Black,342,340,93,3279,73275670
103473,2019-08,B07QNM7YDM,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,9369,369.5,NA,3.95,Black,342,340,93,3279,73521260
103796,2019-09,B07QNM7YDM,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,5850,329.99,NA,3.783333333,Black,342,340,93,3279,73754870
104785,2019-10,B07QNM7YDM,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,2863,325,NA,3.95,Black,342,340,93,3279,74168180
106317,2019-11,B07QNM7YDM,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,39,279,NA,3.880769231,Black,342,340,93,3279,74174170
107485,2019-12,B07QNM7YDM,B07QNMW83G,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,58,268.4,NA,3.776470588,Black,342,340,93,3279,74401790
108052,2020-01,B07QNM7YDM,B07QNMW83G,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,1852,261.99,NA,4.25,Black,342,340,93,3279,75550080
109187,2020-02,B07QNM7YDM,B07QNMW83G,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,3320,275,NA,4.35,Black,342,340,93,3279,75361600
110647,2020-03,B07QNM7YDM,B07QNMW83G,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,2072,275.99,NA,4.35,Black,342,340,93,3279,75975680
102957,2019-08,B07QNMW83G,B07QNMW83G,None,16/04/2019 00:00,134098,263.7,NA,3,Black,340,340,90,3071,73521260
104784,2019-10,B07QNMW83G,B07QNMW83G,None,16/04/2019 00:00,132879,224.15,NA,2.5,Black,340,340,90,3071,74168180
106705,2019-12,B07QNMW83G,B07QXM2V6X,None,16/04/2019 00:00,22088,170.99,NA,3.475,Black,340,340,90,3071,74401790
108601,2020-01,B07QNMW83G,B07QXM2V6X,None,16/04/2019 00:00,16645,189.05,NA,3.75,Black,340,340,90,3071,75550080
108808,2020-02,B07QNMW83G,B07QXM2V6X,None,16/04/2019 00:00,17809,196.16,NA,4.145,Black,340,340,90,3071,75361600
110074,2020-03,B07QNMW83G,B07QXM2V6X,None,16/04/2019 00:00,15137,199.01,NA,4.2,Black,340,340,90,3071,75975680
101073,2019-06,B07QXM2V6X,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,5357,1299,NA,3.891304348,Black,311,311,89,3719,73281660
101998,2019-07,B07QXM2V6X,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,7203,1299,NA,3.344,Black,311,311,89,3719,73275670
103272,2019-08,B07QXM2V6X,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,12727,1299.99,NA,2.866666667,Black,311,311,89,3719,73521260
103773,2019-09,B07QXM2V6X,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,15610,1349,NA,2.971428571,Black,311,311,89,3719,73754870
104886,2019-10,B07QXM2V6X,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,17586,1370,NA,3.125,Black,311,311,89,3719,74168180
106566,2019-11,B07QXM2V6X,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,9672,1370,NA,3.066666667,Black,311,311,89,3719,74174170
107595,2019-12,B07QXM2V6X,B07QYQFYZF,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,6749,999,NA,3.2,Black,311,311,89,3719,74401790
108307,2020-01,B07QXM2V6X,B07QYQFYZF,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,6146,1099,NA,3.5,Black,311,311,89,3719,75550080
109087,2020-02,B07QXM2V6X,B07QYQFYZF,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,6462,1098,NA,3.544444444,Black,311,311,89,3719,75361600
109730,2020-03,B07QXM2V6X,B07QYQFYZF,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,4166,1090,NA,3.6,Black,311,311,89,3719,75975680
101986,2019-07,B07QYQFYZF,B07QYQFYZF,B07QYQFYZF,23/04/2019 00:00,12465,189.99,NA,4.5,Gray,329,329,80,2998,73275670
103543,2019-08,B07QYQFYZF,B07R295MLS,B07QYQFYZF,23/04/2019 00:00,15672,169.99,NA,4.45,Gray,329,329,80,2998,73521260
104515,2019-09,B07QYQFYZF,B07R295MLS,B07QYQFYZF,23/04/2019 00:00,5583,199.99,NA,4.65,Gray,329,329,80,2998,73754870
105422,2019-10,B07QYQFYZF,B07R295MLS,B07QYQFYZF,23/04/2019 00:00,2540,152.99,NA,4.4,Gray,329,329,80,2998,74168180
105813,2019-11,B07QYQFYZF,B07R295MLS,B07QYQFYZF,23/04/2019 00:00,5350,149.99,NA,4,Gray,329,329,80,2998,74174170
101335,2019-06,B07R295MLS,B07R295MLS,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,1100,199.99,NA,4.8,Black,325,325,72,2599,73281660
102281,2019-07,B07R295MLS,B07R295MLS,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,3230,199.99,NA,4.828571429,Black,325,325,72,2599,73275670
103329,2019-08,B07R295MLS,B07R295MLS,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,399,199.99,NA,4.71,Black,325,325,72,2599,73521260
104663,2019-09,B07R295MLS,B07R3S2PVX,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,3330,259,NA,4.555555556,Black,325,325,72,2599,73754870
106988,2019-12,B07R295MLS,B07R3S2PVX,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,83,179,NA,4.445454545,Black,325,325,72,2599,74401790
108332,2020-01,B07R295MLS,B07RLRWWPJ,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,1392,189.99,NA,4.45,Black,325,325,72,2599,75550080
109084,2020-02,B07R295MLS,B07RLRWWPJ,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,902,179.99,NA,4.466666667,Black,325,325,72,2599,75361600
109400,2020-02,B07R3S2PVX,B07RLRWWPJ,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,213771,249.99,NA,5,White,325,325,72,2599,75361600
109694,2020-03,B07R3S2PVX,B07RLRWWPJ,"B07R295MLS,B07R3S2PVX",23/04/2019 00:00,1020,169.99,NA,4.325,White,325,325,72,2599,75975680
102693,2019-08,B07RLRWWPJ,B07RLRWWPJ,None,06/05/2019 00:00,5330,579.99,NA,4,Black,348,351,97,1429,73521260
104678,2019-09,B07RLRWWPJ,B07RMTHT8F,None,06/05/2019 00:00,8696,649.99,NA,4.23,Black,348,351,97,1429,73754870
105288,2019-10,B07RLRWWPJ,B07RMTHT8F,None,06/05/2019 00:00,1182,649.99,NA,4.385714286,Black,348,351,97,1429,74168180
105879,2019-11,B07RLRWWPJ,B07RMTHT8F,None,06/05/2019 00:00,12298,649.99,NA,4.666666667,Black,348,351,97,1429,74174170
108204,2020-01,B07RLRWWPJ,B07RMTHT8F,None,06/05/2019 00:00,5205,649.98,NA,4.633333333,Black,348,351,97,1429,75550080
100149,2019-05,B07RMTHT8F,B07RMTHT8F,B07RTB4KZG,08/05/2019 00:00,75815,199.99,NA,5,Silver,329,329,80,2998,73383490
102466,2019-07,B07RMTHT8F,B07RQC1GHZ,B07RTB4KZG,08/05/2019 00:00,52524,199.99,NA,4.55,Silver,329,329,80,2998,73275670
103672,2019-08,B07RMTHT8F,B07RQC1GHZ,B07RTB4KZG,08/05/2019 00:00,89788,189.99,NA,5,Silver,329,329,80,2998,73521260
104545,2019-09,B07RMTHT8F,B07RQC1GHZ,B07RTB4KZG,08/05/2019 00:00,10735,139.99,NA,3.95,Silver,329,329,80,2998,73754870
106120,2019-11,B07RMTHT8F,B07RQC1GHZ,B07RTB4KZG,08/05/2019 00:00,11877,169.99,NA,3.8,Silver,329,329,80,2998,74174170
103851,2019-09,B07RQC1GHZ,B07RQC1GHZ,"B07RQC1GHZ,B07L2YB8NW",10/05/2019 00:00,17640,299.9,NA,4.95,R750,325,323,70,2722,73754870
105423,2019-10,B07RQC1GHZ,B07RRD87HL,"B07RQC1GHZ,B07L2YB8NW",10/05/2019 00:00,24516,279.99,NA,4.8,R750,325,323,70,2722,74168180
105904,2019-11,B07RQC1GHZ,B07RRD87HL,"B07RQC1GHZ,B07L2YB8NW",10/05/2019 00:00,1247,279.99,NA,4.9,R750,325,323,70,2722,74174170
107036,2019-12,B07RQC1GHZ,B07RRFZJV5,"B07RQC1GHZ,B07L2YB8NW",10/05/2019 00:00,29645,279.99,NA,4.833333333,R750,325,323,70,2722,74401790
108363,2020-01,B07RQC1GHZ,B07RRFZJV5,"B07RQC1GHZ,B07L2YB8NW",10/05/2019 00:00,14567,237.99,NA,4.7,R750,325,323,70,2722,75550080
103392,2019-08,B07RRD87HL,B07RRFZJV5,None,10/05/2019 00:00,12161,89.99,NA,4.4,Silver,127,127,127,1950,73521260
106780,2019-12,B07RRD87HL,B07RRFZJV5,None,10/05/2019 00:00,13768,90.99,NA,3.655813953,Silver,127,127,127,1950,74401790
108734,2020-02,B07RRD87HL,B07RRFZJV5,None,10/05/2019 00:00,16623,89.99,NA,3.85,Silver,127,127,127,1950,75361600
110390,2020-03,B07RRD87HL,B07RRFZJV5,None,10/05/2019 00:00,14015,89.97,NA,3.85,Silver,127,127,127,1950,75975680
101265,2019-06,B07RRFZJV5,B07RTB4KZG,None,25/04/2019 00:00,121870,229.99,NA,5,Blue,325,323,70,2722,73281660
102036,2019-07,B07RRFZJV5,B07RTB4KZG,None,25/04/2019 00:00,11084,225.99,NA,4.75,Blue,325,323,70,2722,73275670
104532,2019-09,B07RRFZJV5,B07RTB4KZG,None,25/04/2019 00:00,11,138.3,NA,4.8,Blue,325,323,70,2722,73754870
104987,2019-10,B07RRFZJV5,B07RTB4KZG,None,25/04/2019 00:00,4324,225.99,NA,4.633333333,Blue,325,323,70,2722,74168180
105837,2019-11,B07RRFZJV5,B07RTB4KZG,None,25/04/2019 00:00,249,225.99,NA,4.66,Blue,325,323,70,2722,74174170
107363,2019-12,B07RRFZJV5,B07RTB4KZG,None,25/04/2019 00:00,242,138.3,NA,4.63,Blue,325,323,70,2722,74401790
100207,2019-05,B07RTB4KZG,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,75815,199.99,NA,5,Black,329,329,80,2998,73383490
102834,2019-08,B07RTB4KZG,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,46716,189.99,NA,4.3,Black,329,329,80,2998,73521260
104280,2019-09,B07RTB4KZG,B07RY88BWM,B07RTB4KZG,09/05/2019 00:00,8032,139.99,NA,3.95,Black,329,329,80,2998,73754870
105101,2019-10,B07RTB4KZG,B07RY88BWM,B07RTB4KZG,09/05/2019 00:00,6764,199.99,NA,3.9,Black,329,329,80,2998,74168180
106089,2019-11,B07RTB4KZG,B07S412MZ8,B07RTB4KZG,09/05/2019 00:00,19634,149.99,NA,3.8,Black,329,329,80,2998,74174170
107348,2019-12,B07RTB4KZG,B07S412MZ8,B07RTB4KZG,09/05/2019 00:00,52495,99.99,NA,3.866666667,Black,329,329,80,2998,74401790
109593,2020-02,B07RTB4KZG,B07S412MZ8,B07RTB4KZG,09/05/2019 00:00,203843,99.99,NA,3.45,Black,329,329,80,2998,75361600
110151,2020-03,B07RTB4KZG,B07S412MZ8,B07RTB4KZG,09/05/2019 00:00,414578,99.99,NA,3.4,Black,329,329,80,2998,75975680
109533,2020-02,B07RY88BWM,B07S412MZ8,"B07RY88BWM,B08YD4WNLB",08/01/2020 00:00,43097,209.99,NA,3.55,Black,325,325,72,2699,75361600
110636,2020-03,B07RY88BWM,B07S412MZ8,"B07RY88BWM,B08YD4WNLB",08/01/2020 00:00,31420,209.99,NA,4.04,Black,325,325,72,2699,75975680
101059,2019-06,B07S412MZ8,B07S412MZ8,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,4606,139.45,NA,4.175,White,457,394,114,1179,73281660
102113,2019-07,B07S412MZ8,B07S412MZ8,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,2681,137.95,NA,4.157142857,White,457,394,114,1179,73275670
102795,2019-08,B07S412MZ8,B07S83VQPY,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,19865,169.95,NA,4.05,White,457,394,114,1179,73521260
104193,2019-09,B07S412MZ8,B07S83VQPY,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,17485,150,NA,3.95,White,457,394,114,1179,73754870
105444,2019-10,B07S412MZ8,B07S83VQPY,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,7719,137.43,NA,3.85,White,457,394,114,1179,74168180
105788,2019-11,B07S412MZ8,B07S83VQPY,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,3891,139.45,NA,3.65,White,457,394,114,1179,74174170
107182,2019-12,B07S412MZ8,B07S83VQPY,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,4158,139,NA,3.7,White,457,394,114,1179,74401790
107807,2020-01,B07S412MZ8,B07SL3FNQ1,"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",21/05/2019 00:00,16441,132.99,NA,3.833333333,White,457,394,114,1179,75550080
101505,2019-06,B07S83VQPY,B07SL3FNQ1,None,11/06/2019 00:00,30959,199.88,NA,5,Black,320,320,69,2595,73281660
102430,2019-07,B07S83VQPY,B07TJ2M5XY,None,11/06/2019 00:00,4480,199.88,NA,4.7,Black,320,320,69,2595,73275670
103902,2019-09,B07S83VQPY,B07TJ2M5XY,None,11/06/2019 00:00,2567,127.41,NA,4.655555556,Black,320,320,69,2595,73754870
106517,2019-11,B07S83VQPY,B07TJ2M5XY,None,11/06/2019 00:00,689,179.99,NA,4.8,Black,320,320,69,2595,74174170
109994,2020-03,B07S83VQPY,B07TJ2M5XY,None,11/06/2019 00:00,6193,165,NA,4.5,Black,320,320,69,2595,75975680
101004,2019-06,B07SL3FNQ1,B07TJ2M5XY,None,19/06/2019 00:00,19687,99.99,NA,4.6,None,512.064,407.924,151.892,5184.55656,73281660
102338,2019-07,B07SL3FNQ1,B07TJ2M5XY,None,19/06/2019 00:00,8539,99.99,NA,4.133333333,None,512.064,407.924,151.892,5184.55656,73275670
104350,2019-09,B07TJ2M5XY,B07TNYMRMC,None,13/08/2019 00:00,44015,699,NA,4.16,Black,348,348,93,191,73754870
105179,2019-10,B07TJ2M5XY,B07TNYMRMC,None,13/08/2019 00:00,43169,619,NA,4.3,Black,348,348,93,191,74168180
106810,2019-12,B07TJ2M5XY,B07TXGQS3H,None,13/08/2019 00:00,155,349.99,NA,4.125806452,Black,348,348,93,191,74401790
108127,2020-01,B07TJ2M5XY,B07TXGQS3H,None,13/08/2019 00:00,25450,447.99,NA,4.26,Black,348,348,93,191,75550080
109497,2020-02,B07TJ2M5XY,B07TXGQS3H,None,13/08/2019 00:00,251,349.99,NA,4.25,Black,348,348,93,191,75361600
110654,2020-03,B07TJ2M5XY,B07TXGQS3H,None,13/08/2019 00:00,64787,594.71,NA,4.25,Black,348,348,93,191,75975680
106184,2019-11,B07TNYMRMC,B07TY7JS4T,"B07TNYMRMC,B07TJP1YJT",27/06/2019 00:00,1286597,159.99,NA,3.7,White,343,343,76,3629,74174170
106869,2019-12,B07TNYMRMC,B07TY7JS4T,"B07TNYMRMC,B07TJP1YJT",27/06/2019 00:00,361617,155.99,NA,3.75,White,343,343,76,3629,74401790
104084,2019-09,B07TXGQS3H,B07TY7JS4T,None,02/07/2019 00:00,5428,399.99,NA,4.733333333,Black,351,348,97,6595.2331,73754870
105346,2019-10,B07TXGQS3H,B07TY7JS4T,None,02/07/2019 00:00,9759,399.99,NA,4.2625,Black,351,348,97,6595.2331,74168180
106939,2019-12,B07TXGQS3H,B07V4J91JX,None,02/07/2019 00:00,464,389.99,NA,4.54047619,Black,351,348,97,6595.2331,74401790
108444,2020-01,B07TXGQS3H,B07V588T49,None,02/07/2019 00:00,807,389.98,NA,4.46,Black,351,348,97,6595.2331,75550080
104755,2019-10,B07TY7JS4T,B07VBNZL2S,None,07/07/2019 00:00,65584,167.99,NA,5,Black,325,325,72,6595.2331,74168180
107474,2019-12,B07TY7JS4T,B07VBNZL2S,None,07/07/2019 00:00,273743,188.99,NA,3.716666667,Black,325,325,72,6595.2331,74401790
108500,2020-01,B07TY7JS4T,B07VBNZL2S,None,07/07/2019 00:00,150031,188.99,NA,3.925,Black,325,325,72,6595.2331,75550080
109826,2020-03,B07TY7JS4T,B07VBNZL2S,None,07/07/2019 00:00,157521,178.99,NA,4.3,Black,325,325,72,6595.2331,75975680
104136,2019-09,B07V4J91JX,B07VBNZL2S,None,11/07/2019 00:00,45279,186.99,NA,5,None,330,330,805,6595.2331,73754870
107152,2019-12,B07V588T49,B07VCQRY4W,None,09/07/2019 00:00,45776,349.99,NA,5,None,508,356,152,4536,74401790
104197,2019-09,B07VBNZL2S,B07VCQRY4W,None,03/09/2019 00:00,103100,165.9,NA,5,Black,330,330,75,3000,73754870
105694,2019-11,B07VBNZL2S,B07VCQRY4W,None,03/09/2019 00:00,89816,175.95,NA,4.4,Black,330,330,75,3000,74174170
107247,2019-12,B07VBNZL2S,B07VCQRY4W,None,03/09/2019 00:00,199908,179.8,NA,4.566666667,Black,330,330,75,3000,74401790
108182,2020-01,B07VBNZL2S,B07VCQRY4W,None,03/09/2019 00:00,125700,186.99,NA,3.6,Black,330,330,75,3000,75550080
109325,2020-02,B07VBNZL2S,B07VGJMB9B,None,03/09/2019 00:00,579062,176.99,NA,3.55,Black,330,330,75,3000,75361600
102926,2019-08,B07VCQRY4W,B07VGJMB9B,None,06/08/2019 00:00,12860,649.99,NA,3.933333333,White,558.8,429.26,154.94,6880.99064,73521260
104389,2019-09,B07VCQRY4W,B07VGJMB9B,None,06/08/2019 00:00,8696,649.99,NA,4.171428571,White,558.8,429.26,154.94,6880.99064,73754870
105278,2019-10,B07VCQRY4W,B07VGJMB9B,None,06/08/2019 00:00,1308,649.99,NA,4.377777778,White,558.8,429.26,154.94,6880.99064,74168180
105731,2019-11,B07VCQRY4W,B07VGJMB9B,None,06/08/2019 00:00,12298,630,NA,4.6,White,558.8,429.26,154.94,6880.99064,74174170
108145,2020-01,B07VCQRY4W,B07VQWL1C9,None,06/08/2019 00:00,5205,649.89,NA,4.633333333,White,558.8,429.26,154.94,6880.99064,75550080
104262,2019-09,B07VGJMB9B,B07VQWL1C9,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,101755,269.99,NA,4.766666667,X500 Pro,328,328,74,3084,73754870
104863,2019-10,B07VGJMB9B,B07VVB99XP,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,1921,259.99,NA,4.7,X500 Pro,328,328,74,3084,74168180
105780,2019-11,B07VGJMB9B,B07VVB99XP,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,927,199.99,NA,4.366666667,X500 Pro,328,328,74,3084,74174170
108131,2020-01,B07VGJMB9B,B07VVB99XP,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,952,199.99,NA,4.175757576,X500 Pro,328,328,74,3084,75550080
109816,2020-03,B07VGJMB9B,B07VVB99XP,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,1186,199.99,NA,4.266666667,X500 Pro,328,328,74,3084,75975680
107780,2020-01,B07VQWL1C9,B07VVB99XP,None,25/07/2019 00:00,22932,1099,NA,3.524242424,None,381,381,381,3697,75550080
110344,2020-03,B07VQWL1C9,B07VWGGNJ5,None,25/07/2019 00:00,26729,1099,NA,3.8,None,381,381,381,3697,75975680
105036,2019-10,B07VVB99XP,B07VWGGNJ5,None,22/09/2019 00:00,46662,259.99,NA,5,None,323,323,69,4640.2499,74168180
105963,2019-11,B07VVB99XP,B07VWGGNJ5,None,22/09/2019 00:00,18017,189.21,NA,4.75,None,323,323,69,4640.2499,74174170
107918,2020-01,B07VVB99XP,B07VWGGNJ5,None,22/09/2019 00:00,66989,179.99,NA,4.533333333,None,323,323,69,4640.2499,75550080
108899,2020-02,B07VVB99XP,B07VWGGNJ5,None,22/09/2019 00:00,99487,239.99,NA,4.4,None,323,323,69,4640.2499,75361600
110297,2020-03,B07VVB99XP,B07VWGGNJ5,None,22/09/2019 00:00,26094,179.99,NA,4.3,None,323,323,69,4640.2499,75975680
104672,2019-09,B07VWGGNJ5,B07W4S99CM,None,08/09/2019 00:00,42099,169.99,NA,5,None,320,320,76,2359,73754870
105204,2019-10,B07VWGGNJ5,B07W4S99CM,None,08/09/2019 00:00,8928,173.99,NA,4.9,None,320,320,76,2359,74168180
106471,2019-11,B07VWGGNJ5,B07W4S99CM,None,08/09/2019 00:00,4477,169.99,NA,4.771428571,None,320,320,76,2359,74174170
106800,2019-12,B07VWGGNJ5,B07W4S99CM,None,08/09/2019 00:00,3775,144.49,NA,4.6,None,320,320,76,2359,74401790
