com,market_ids,asin,variation,listed_date,salesRANK,prices,ave_rating,color,itemLength,itemWidth,itemHeight,itemWeight,Fra_income,sales
2020-02B01MU4WAUI,2020-02,B01MU4WAUI,None,28/12/2016 00:00,148513,364.99,3.753333333,White,345,345,96,3810,75361600,1
2017-06B06XS31V18,2017-06,B06XS31V18,None,14/06/2017 00:00,120219,499,4.6,Black/Brown W/ Extras,330,330,91,3810,70317720,57
2019-06B01MU4WAUI,2019-06,B01MU4WAUI,None,28/12/2016 00:00,89194,266,3.85,White,345,345,96,3810,73281660,305
2019-08B01MU4WAUI,2019-08,B01MU4WAUI,None,28/12/2016 00:00,74529,332.82,3.75,White,345,345,96,3810,73521260,423
2017-01B01MU4WAUI,2017-01,B01MU4WAUI,None,28/12/2016 00:00,63792,395,5,White,345,345,96,3810,70567200,509
2020-02B06XS31V18,2020-02,B06XS31V18,None,14/06/2017 00:00,62130,359.99,4.1,Black/Brown W/ Extras,330,330,91,3810,75361600,522
2019-04B01MU4WAUI,2019-04,B01MU4WAUI,None,28/12/2016 00:00,49865,266,3.8,White,345,345,96,3810,73389480,620
2019-03B01MU4WAUI,2019-03,B01MU4WAUI,None,28/12/2016 00:00,43825,335,3.95,White,345,345,96,3810,73269680,710
2019-02B01MU4WAUI,2019-02,B01MU4WAUI,None,28/12/2016 00:00,39317,266,3.9,White,345,345,96,3810,73191810,798
2018-04B01MU4WAUI,2018-04,B01MU4WAUI,None,28/12/2016 00:00,37729,395.39,4.2,White,345,345,96,3810,72648000,829
2017-02B01MU4WAUI,2017-02,B01MU4WAUI,None,28/12/2016 00:00,25757,300,4,White,345,345,96,3810,70709760,1146
2019-11B06XS31V18,2019-11,B06XS31V18,None,14/06/2017 00:00,19981,270,4.2,Black/Brown W/ Extras,330,330,91,3810,74174170,1411
2018-02B01MU4WAUI,2018-02,B01MU4WAUI,None,28/12/2016 00:00,18644,367,4.44,White,345,345,96,3810,71880000,1488
2019-12B06XS31V18,2019-12,B06XS31V18,None,14/06/2017 00:00,14085,329.99,4.2,Black/Brown W/ Extras,330,330,91,3810,74401790,1864
2017-04B01MU4WAUI,2017-04,B01MU4WAUI,None,28/12/2016 00:00,12914,269,4.5,White,345,345,96,3810,70751340,2000
2017-05B01MU4WAUI,2017-05,B01MU4WAUI,None,28/12/2016 00:00,10819,269,4.566666667,White,345,345,96,3810,70804800,2308
2017-03B01MU4WAUI,2017-03,B01MU4WAUI,None,28/12/2016 00:00,10189,286.79,4.45,White,345,345,96,3810,70424640,2420
2019-03B06XS31V18,2019-03,B06XS31V18,None,14/06/2017 00:00,5743,349,3.86,Black/Brown W/ Extras,330,330,91,3810,73269680,3345
2017-09B01MU4WAUI,2017-09,B01MU4WAUI,None,28/12/2016 00:00,4916,249,4.655555556,White,345,345,96,3810,71072100,3819
2017-07B01MU4WAUI,2017-07,B01MU4WAUI,None,28/12/2016 00:00,4652,299,4.55,White,345,345,96,3810,70383060,3970
2017-09B06XS31V18,2017-09,B06XS31V18,None,14/06/2017 00:00,4639,479.99,4.025,Black/Brown W/ Extras,330,330,91,3810,71072100,3977
2017-08B06XS31V18,2017-08,B06XS31V18,None,14/06/2017 00:00,4477,479.99,4.055555556,Black/Brown W/ Extras,330,330,91,3810,70757280,4070
2017-06B01MU4WAUI,2017-06,B01MU4WAUI,None,28/12/2016 00:00,4160,279,4.32,White,345,345,96,3810,70317720,4252
2018-03B06XS31V18,2018-03,B06XS31V18,None,14/06/2017 00:00,4036,445,3.9,Black/Brown W/ Extras,330,330,91,3810,71922000,4323
2017-10B06XS31V18,2017-10,B06XS31V18,None,14/06/2017 00:00,3824,450,4.035714286,Black/Brown W/ Extras,330,330,91,3810,71327520,4444
2017-12B01MU4WAUI,2017-12,B01MU4WAUI,None,28/12/2016 00:00,3724,356.19,4.525,White,345,345,96,3810,71434440,4502
2018-02B06XS31V18,2018-02,B06XS31V18,None,14/06/2017 00:00,3625,449.95,3.85,Black/Brown W/ Extras,330,330,91,3810,71880000,4558
2017-07B06XS31V18,2017-07,B06XS31V18,None,14/06/2017 00:00,3252,486,4.246153846,Black/Brown W/ Extras,330,330,91,3810,70383060,4772
2017-08B01MU4WAUI,2017-08,B01MU4WAUI,None,28/12/2016 00:00,3089,299,4.7,White,345,345,96,3810,70757280,4982
2018-01B06XS31V18,2018-01,B06XS31V18,None,14/06/2017 00:00,2299,420,3.938461538,Black/Brown W/ Extras,330,330,91,3810,72162000,6260
2018-05B06XS31V18,2018-05,B06XS31V18,None,14/06/2017 00:00,1334,420,3.85,Black/Brown W/ Extras,330,330,91,3810,72792000,8552
2019-02B06XS31V18,2019-02,B06XS31V18,None,14/06/2017 00:00,1266,349,3.848275862,Black/Brown W/ Extras,330,330,91,3810,73191810,8849
2018-11B01MU4WAUI,2018-11,B01MU4WAUI,None,28/12/2016 00:00,706,266,4.044444444,White,345,345,96,3810,73482000,11950
2018-08B01MU4WAUI,2018-08,B01MU4WAUI,None,28/12/2016 00:00,537,349.99,4.207692308,White,345,345,96,3810,72786000,13868
2018-06B06XS31V18,2018-06,B06XS31V18,None,14/06/2017 00:00,134,431,3.85,Black/Brown W/ Extras,330,330,91,3810,72792000,25495
2017-11B06XS31V18,2017-11,B06XS31V18,None,14/06/2017 00:00,100,419.99,4.05,Black/Brown W/ Extras,330,330,91,3810,71404740,27791
2017-12B06XS31V18,2017-12,B06XS31V18,None,14/06/2017 00:00,92,399.99,3.947368421,Black/Brown W/ Extras,330,330,91,3810,71434440,29048
2018-07B06XS31V18,2018-07,B06XS31V18,None,14/06/2017 00:00,89,420,3.95,Black/Brown W/ Extras,330,330,91,3810,72492000,29520
2018-12B06XS31V18,2018-12,B06XS31V18,None,14/06/2017 00:00,84,349,4.45,Black/Brown W/ Extras,330,330,91,3810,73536000,30305
2018-11B06XS31V18,2018-11,B06XS31V18,None,14/06/2017 00:00,4,337.86,3.95,Black/Brown W/ Extras,330,330,91,3810,73482000,70951
2020-01B07XNQTJ8H,2020-01,B07XNQTJ8H,"B07P2HG9JH,B07XNQTJ8H",09/09/2019 00:00,423727,167.99,5,White,325,325,72,3959.861,75550080,1
2020-03B07XNQTJ8H,2020-03,B07XNQTJ8H,"B07P2HG9JH,B07XNQTJ8H",09/09/2019 00:00,37336,159.99,4.8,White,325,325,72,3959.861,75975680,836
2019-11B07XNQTJ8H,2019-11,B07XNQTJ8H,"B07P2HG9JH,B07XNQTJ8H",09/09/2019 00:00,7172,167.99,5,White,325,325,72,3959.861,74174170,2893
2019-02B07NPNN57S,2019-02,B07NPNN57S,None,13/02/2019 00:00,114400,165.99,5,R300,325,325,69,3992,73191810,104
2019-05B07NPNN57S,2019-05,B07NPNN57S,None,13/02/2019 00:00,7234,165.9,4.45,R300,325,325,69,3992,73383490,2887
2019-04B07NPNN57S,2019-04,B07NPNN57S,None,13/02/2019 00:00,5387,165.9,4.488888889,R300,325,325,69,3992,73389480,3549
2019-10B07NPNN57S,2019-10,B07NPNN57S,None,13/02/2019 00:00,4234,165.99,4.55,R300,325,325,69,3992,74168180,4209
2019-06B07NPNN57S,2019-06,B07NPNN57S,None,13/02/2019 00:00,1961,165.9,4.55,R300,325,325,69,3992,73281660,6807
2020-01B07NPNN57S,2020-01,B07NPNN57S,None,13/02/2019 00:00,210,99,4.44,R300,325,325,69,3992,75550080,20758
2020-02B07NPNN57S,2020-02,B07NPNN57S,None,13/02/2019 00:00,151,112,4.45,R300,325,325,69,3992,75361600,24347
2019-09B07NPNN57S,2019-09,B07NPNN57S,None,13/02/2019 00:00,7,95.93,4.56,R300,325,325,69,3992,73754870,64387
2020-03B07WSLK43Y,2020-03,B07WSLK43Y,None,27/09/2019 00:00,21584,210,4.4,White,323,323,69,4000,75975680,1320
2020-02B07WSLK43Y,2020-02,B07WSLK43Y,None,27/09/2019 00:00,17300,224.99,4.542857143,White,323,323,69,4000,75361600,1581
2020-01B07WSLK43Y,2020-01,B07WSLK43Y,None,27/09/2019 00:00,14116,224.99,4.583333333,White,323,323,69,4000,75550080,1860
2019-12B07WSLK43Y,2019-12,B07WSLK43Y,None,27/09/2019 00:00,4159,100,4.655555556,White,323,323,69,4000,74401790,4252
2019-11B07WSLK43Y,2019-11,B07WSLK43Y,None,27/09/2019 00:00,2812,199.99,4.95,White,323,323,69,4000,74174170,5430
2020-02B07MVTFZS7,2020-02,B07MVTFZS7,None,17/01/2019 00:00,191187,209.99,4.55,Black-02,330,330,79,4014,75361600,1
2020-03B07MVTFZS7,2020-03,B07MVTFZS7,None,17/01/2019 00:00,169512,196,4.45,Black-02,330,330,79,4014,75975680,1
2019-03B07MVTFZS7,2019-03,B07MVTFZS7,None,17/01/2019 00:00,52514,215.99,5,Black-02,330,330,79,4014,73269680,599
2019-12B07MVTFZS7,2019-12,B07MVTFZS7,None,17/01/2019 00:00,18254,199.99,4.65,Black-02,330,330,79,4014,74401790,1515
2019-10B07MVTFZS7,2019-10,B07MVTFZS7,None,17/01/2019 00:00,16262,218.99,4.733333333,Black-02,330,330,79,4014,74168180,1659
2020-01B07MVTFZS7,2020-01,B07MVTFZS7,None,17/01/2019 00:00,13002,209.99,4.6,Black-02,330,330,79,4014,75550080,1990
2019-06B07MVTFZS7,2019-06,B07MVTFZS7,None,17/01/2019 00:00,12484,219.99,4.666666667,Black-02,330,330,79,4014,73281660,2055
2019-09B07MVTFZS7,2019-09,B07MVTFZS7,None,17/01/2019 00:00,7119,209.99,4.833333333,Black-02,330,330,79,4014,73754870,2898
2019-05B07MVTFZS7,2019-05,B07MVTFZS7,None,17/01/2019 00:00,6772,229.99,4.833333333,Black-02,330,330,79,4014,73383490,2932
2019-04B07MVTFZS7,2019-04,B07MVTFZS7,None,17/01/2019 00:00,6067,219.99,4.9,Black-02,330,330,79,4014,73389480,3159
2019-08B07MVTFZS7,2019-08,B07MVTFZS7,None,17/01/2019 00:00,3957,199.99,4.8,Black-02,330,330,79,4014,73521260,4368
2018-03B074SJGMMN,2018-03,B074SJGMMN,None,06/03/2018 00:00,164771,229.99,4.4,None,558.8,431.8,127,4037,71922000,1
2018-04B074SJGMMN,2018-04,B074SJGMMN,None,06/03/2018 00:00,39697,299.99,3.7,None,558.8,431.8,127,4037,72648000,790
2020-01B081MTJ3MZ,2020-01,B081MTJ3MZ,None,18/11/2019 00:00,180226,179.99,4.65,None,315,315,71,4082,75550080,1
2020-02B081MTJ3MZ,2020-02,B081MTJ3MZ,None,18/11/2019 00:00,162546,169.99,4.4,None,315,315,71,4082,75361600,1
2019-12B07X7V5FG9,2019-12,B07X7V5FG9,None,06/11/2019 00:00,115629,249.99,4.552380952,Black,425,345,113,4082,74401790,94
2019-12B081MTJ3MZ,2019-12,B081MTJ3MZ,None,18/11/2019 00:00,98606,199.99,4.85,None,315,315,71,4082,74401790,230
2018-12B07L2YB8NW,2018-12,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,85032,219.99,4.7,R750-blue,320,70,320,4082,73536000,338
2020-03B07X7V5FG9,2020-03,B07X7V5FG9,None,06/11/2019 00:00,32384,212.99,4.32,Black,425,345,113,4082,75975680,933
2019-11B07X7V5FG9,2019-11,B07X7V5FG9,None,06/11/2019 00:00,15658,249,5,Black,425,345,113,4082,74174170,1712
2019-01B07L2YB8NW,2019-01,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,5408,199,4.469565217,R750-blue,320,70,320,4082,73335570,3537
2019-02B07L2YB8NW,2019-02,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,2496,147.25,4.742857143,R750-blue,320,70,320,4082,73191810,5941
2020-02B07L2YB8NW,2020-02,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,2098,136,4.452941176,R750-blue,320,70,320,4082,75361600,6585
2020-01B07L2YB8NW,2020-01,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,1740,99,4.45,R750-blue,320,70,320,4082,75550080,7164
2019-07B07L2YB8NW,2019-07,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,1382,196.99,4.54,R750-blue,320,70,320,4082,73275670,8343
2019-06B07L2YB8NW,2019-06,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,927,199.8,4.6,R750-blue,320,70,320,4082,73281660,10329
2019-12B07L2YB8NW,2019-12,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,512,110,4.614285714,R750-blue,320,70,320,4082,74401790,14152
2019-03B07L2YB8NW,2019-03,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,469,199.9,4.633333333,R750-blue,320,70,320,4082,73269680,14640
2019-11B07L2YB8NW,2019-11,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,454,152.99,4.51,R750-blue,320,70,320,4082,74174170,14810
2019-05B07L2YB8NW,2019-05,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,19,147.25,4.542857143,R750-blue,320,70,320,4082,73383490,52833
2018-01B0776Y17XD,2018-01,B0776Y17XD,None,06/11/2017 00:00,516062,174.99,3.6,Mapping Dock,310,310,78,4118.619,72162000,1
2018-07B0776Y17XD,2018-07,B0776Y17XD,None,06/11/2017 00:00,144827,174.99,3.55,Mapping Dock,310,310,78,4118.619,72492000,1
2018-12B0776Y17XD,2018-12,B0776Y17XD,None,06/11/2017 00:00,149674,106.78,3.5,Mapping Dock,310,310,78,4118.619,73536000,1
2019-07B0776Y17XD,2019-07,B0776Y17XD,None,06/11/2017 00:00,213261,134.73,3.7,Mapping Dock,310,310,78,4118.619,73275670,1
2019-08B0776Y17XD,2019-08,B0776Y17XD,None,06/11/2017 00:00,241398,127.68,3.55,Mapping Dock,310,310,78,4118.619,73521260,1
2019-12B0776Y17XD,2019-12,B0776Y17XD,None,06/11/2017 00:00,1295360,137.62,3.7125,Mapping Dock,310,310,78,4118.619,74401790,1
2018-11B0776Y17XD,2018-11,B0776Y17XD,None,06/11/2017 00:00,113021,122.79,3.4,Mapping Dock,310,310,78,4118.619,73482000,115
2017-11B0776Y17XD,2017-11,B0776Y17XD,None,06/11/2017 00:00,110893,174.99,4.075,Mapping Dock,310,310,78,4118.619,71404740,132
2019-02B0776Y17XD,2019-02,B0776Y17XD,None,06/11/2017 00:00,6581,174.99,3.65,Mapping Dock,310,310,78,4118.619,73191810,2951
2019-03B0776Y17XD,2019-03,B0776Y17XD,None,06/11/2017 00:00,3363,148.99,3.65,Mapping Dock,310,310,78,4118.619,73269680,4709
2020-02B083DJTZ46,2020-02,B083DJTZ46,None,01/01/2020 00:00,40058,269.99,4.88,Black,325,325,72,4277.376,75361600,783
2020-03B083DJTZ46,2020-03,B083DJTZ46,None,01/01/2020 00:00,10718,259.99,4.65,Black,325,325,72,4277.376,75975680,2324
2019-07B01N2JK1IU,2019-07,B01N2JK1IU,None,21/11/2016 00:00,533347,180,3.95,None,460,356,142,4296,73275670,1
2019-04B01N2JK1IU,2019-04,B01N2JK1IU,None,21/11/2016 00:00,48501,189.99,4.55,None,460,356,142,4296,73389480,631
2019-03B01N2JK1IU,2019-03,B01N2JK1IU,None,21/11/2016 00:00,39739,179.99,4.45,None,460,356,142,4296,73269680,789
2019-05B01N2JK1IU,2019-05,B01N2JK1IU,None,21/11/2016 00:00,37316,169.99,4.24,None,460,356,142,4296,73383490,837
2019-02B01N2JK1IU,2019-02,B01N2JK1IU,None,21/11/2016 00:00,23577,179.99,5,None,460,356,142,4296,73191810,1223
2019-06B01N2JK1IU,2019-06,B01N2JK1IU,None,21/11/2016 00:00,5204,180,4,None,460,356,142,4296,73281660,3653
2020-02B073WZ42XD,2020-02,B073WZ42XD,None,13/07/2017 00:00,53654,399.99,3.744444444,Satin Titanium,348,340,97,4309,75361600,590
2020-01B073WZ42XD,2020-01,B073WZ42XD,None,13/07/2017 00:00,47774,399.99,3.7,Satin Titanium,348,340,97,4309,75550080,637
2019-09B073WZ42XD,2019-09,B073WZ42XD,None,13/07/2017 00:00,34773,499,3.65,Satin Titanium,348,340,97,4309,73754870,886
2019-08B073WZ42XD,2019-08,B073WZ42XD,None,13/07/2017 00:00,29136,549.99,3.65,Satin Titanium,348,340,97,4309,73521260,1026
2019-01B073WZ42XD,2019-01,B073WZ42XD,None,13/07/2017 00:00,28766,495,3.74,Satin Titanium,348,340,97,4309,73335570,1039
2019-06B073WZ42XD,2019-06,B073WZ42XD,None,13/07/2017 00:00,28519,449.99,4.05,Satin Titanium,348,340,97,4309,73281660,1048
2018-05B073WZ42XD,2018-05,B073WZ42XD,None,13/07/2017 00:00,27129,599.99,3.35,Satin Titanium,348,340,97,4309,72792000,1097
2020-03B073WZ42XD,2020-03,B073WZ42XD,None,13/07/2017 00:00,22292,249.99,3.75,Satin Titanium,348,340,97,4309,75975680,1280
2019-04B073WZ42XD,2019-04,B073WZ42XD,None,13/07/2017 00:00,20403,449,3.8,Satin Titanium,348,340,97,4309,73389480,1387
2018-02B073WZ42XD,2018-02,B073WZ42XD,None,13/07/2017 00:00,19007,587.02,4.333333333,Satin Titanium,348,340,97,4309,71880000,1467
2018-03B073WZ42XD,2018-03,B073WZ42XD,None,13/07/2017 00:00,18734,589,4.05,Satin Titanium,348,340,97,4309,71922000,1482
2019-07B073WZ42XD,2019-07,B073WZ42XD,None,13/07/2017 00:00,18190,429,4.35,Satin Titanium,348,340,97,4309,73275670,1519
2018-04B073WZ42XD,2018-04,B073WZ42XD,None,13/07/2017 00:00,17540,549.99,3.64,Satin Titanium,348,340,97,4309,72648000,1565
2019-05B073WZ42XD,2019-05,B073WZ42XD,None,13/07/2017 00:00,14829,449.99,3.7,Satin Titanium,348,340,97,4309,73383490,1784
2019-12B073WZ42XD,2019-12,B073WZ42XD,None,13/07/2017 00:00,13316,399.99,3.866666667,Satin Titanium,348,340,97,4309,74401790,1954
2019-11B073WZ42XD,2019-11,B073WZ42XD,None,13/07/2017 00:00,7694,449,3.6,Satin Titanium,348,340,97,4309,74174170,2843
2018-12B073WZ42XD,2018-12,B073WZ42XD,None,13/07/2017 00:00,588,499,3.72,Satin Titanium,348,340,97,4309,73536000,13289
2018-08B073WZ42XD,2018-08,B073WZ42XD,None,13/07/2017 00:00,584,419.99,3.4,Satin Titanium,348,340,97,4309,72786000,13335
2018-10B073WZ42XD,2018-10,B073WZ42XD,None,13/07/2017 00:00,550,599.99,3.166666667,Satin Titanium,348,340,97,4309,73428000,13721
2018-11B073WZ42XD,2018-11,B073WZ42XD,None,13/07/2017 00:00,328,499.99,3.3,Satin Titanium,348,340,97,4309,73482000,17445
2018-09B073WZ42XD,2018-09,B073WZ42XD,None,13/07/2017 00:00,303,329.99,3.2,Satin Titanium,348,340,97,4309,73164000,18147
2020-03B07Z9YWWKD,2020-03,B07Z9YWWKD,None,18/10/2019 00:00,73219,390.15,4.628571429,Black,347,347,97,4350,75975680,433
2020-02B07Z9YWWKD,2020-02,B07Z9YWWKD,None,18/10/2019 00:00,33441,459,4.45,Black,347,347,97,4350,75361600,912
2019-10B07X7ZMVM5,2019-10,B07X7ZMVM5,None,09/10/2019 00:00,133540,349.99,5,None,323,323,75,4477,74168180,1
2020-02B07X7ZMVM5,2020-02,B07X7ZMVM5,None,09/10/2019 00:00,96422,279.99,4.45,None,323,323,75,4477,75361600,247
2020-01B07X7ZMVM5,2020-01,B07X7ZMVM5,None,09/10/2019 00:00,64157,279.99,4.566666667,None,323,323,75,4477,75550080,506
2019-12B07X7ZMVM5,2019-12,B07X7ZMVM5,None,09/10/2019 00:00,58549,349.99,4.7,None,323,323,75,4477,74401790,551
2019-12B07V588T49,2019-12,B07V588T49,None,09/07/2019 00:00,45776,349.99,5,None,508,356,152,4536,74401790,672
2018-05B078WRP6YQ,2018-05,B078WRP6YQ,None,05/01/2018 00:00,135273,675.72,3.7,None,325,325,85,4627,72792000,1
2018-06B078WRP6YQ,2018-06,B078WRP6YQ,None,05/01/2018 00:00,172184,351,3.75,None,325,325,85,4627,72792000,1
2018-08B078WRP6YQ,2018-08,B078WRP6YQ,None,05/01/2018 00:00,138620,394.98,3.75,None,325,325,85,4627,72786000,1
2019-05B078WRP6YQ,2019-05,B078WRP6YQ,None,05/01/2018 00:00,150164,199.99,3.6,None,325,325,85,4627,73383490,1
2019-07B078WRP6YQ,2019-07,B078WRP6YQ,None,05/01/2018 00:00,173930,271.94,3.5,None,325,325,85,4627,73275670,1
2019-11B078WRP6YQ,2019-11,B078WRP6YQ,None,05/01/2018 00:00,246614,329.99,3.4,None,325,325,85,4627,74174170,1
2019-12B078WRP6YQ,2019-12,B078WRP6YQ,None,05/01/2018 00:00,115810,249,3.45,None,325,325,85,4627,74401790,92
2020-03B078WRP6YQ,2020-03,B078WRP6YQ,None,05/01/2018 00:00,111538,169.99,3.333333333,None,325,325,85,4627,75975680,126
2019-04B078WRP6YQ,2019-04,B078WRP6YQ,None,05/01/2018 00:00,97122,236.78,3.75,None,325,325,85,4627,73389480,242
2018-11B078WRP6YQ,2018-11,B078WRP6YQ,None,05/01/2018 00:00,64485,164.46,3.7,None,325,325,85,4627,73482000,503
2018-02B078WRP6YQ,2018-02,B078WRP6YQ,None,05/01/2018 00:00,163,299.99,5,None,325,325,85,4627,71880000,23537
2018-03B078WRP6YQ,2018-03,B078WRP6YQ,None,05/01/2018 00:00,1371,299.99,4.242857143,None,325,325,85,4627,71922000,8391
2018-04B078WRP6YQ,2018-04,B078WRP6YQ,None,05/01/2018 00:00,86,199.99,4.09,None,325,325,85,4627,72648000,29991
2020-02B07VVB99XP,2020-02,B07VVB99XP,None,22/09/2019 00:00,99487,239.99,4.4,None,323,323,69,4640.2499,75361600,223
2020-01B07VVB99XP,2020-01,B07VVB99XP,None,22/09/2019 00:00,66989,179.99,4.533333333,None,323,323,69,4640.2499,75550080,483
2019-10B07VVB99XP,2019-10,B07VVB99XP,None,22/09/2019 00:00,46662,259.99,5,None,323,323,69,4640.2499,74168180,654
2020-03B07VVB99XP,2020-03,B07VVB99XP,None,22/09/2019 00:00,26094,179.99,4.3,None,323,323,69,4640.2499,75975680,1134
2019-11B07VVB99XP,2019-11,B07VVB99XP,None,22/09/2019 00:00,18017,189.21,4.75,None,323,323,69,4640.2499,74174170,1531
2020-03B082K8R34G,2020-03,B082K8R34G,None,22/03/2020 00:00,78295,149.99,4.75,Golden Black,320,320,84,4681.07326,75975680,393
2019-10B07Y1PJ1L1,2019-10,B07Y1PJ1L1,None,18/09/2019 00:00,26186,199.99,5,None,325,325,72,4799.00727,74168180,1131
2020-02B07Y1PJ1L1,2020-02,B07Y1PJ1L1,None,18/09/2019 00:00,24950,175.99,4.65,None,325,325,72,4799.00727,75361600,1175
2020-01B07Y1PJ1L1,2020-01,B07Y1PJ1L1,None,18/09/2019 00:00,22447,99,4.64,None,325,325,72,4799.00727,75550080,1271
2019-12B07Y1PJ1L1,2019-12,B07Y1PJ1L1,None,18/09/2019 00:00,10480,159.99,4.86,None,325,325,72,4799.00727,74401790,2361
2020-03B083DJFPJL,2020-03,B083DJFPJL,None,01/01/2020 00:00,105171,229.99,5,Black,325,325,72,4812.615,75975680,177
2018-11B07KFPQWXM,2018-11,B07KFPQWXM,None,12/11/2018 00:00,170188,229.99,4.5,Gray,495.3,400.05,139.7,4889.72176,73482000,1
2019-06B07KFPQWXM,2019-06,B07KFPQWXM,None,12/11/2018 00:00,131322,199.99,4.1,Gray,495.3,400.05,139.7,4889.72176,73281660,1
2020-01B07KFPQWXM,2020-01,B07KFPQWXM,None,12/11/2018 00:00,140905,199.99,4.2,Gray,495.3,400.05,139.7,4889.72176,75550080,1
2019-05B07KFPQWXM,2019-05,B07KFPQWXM,None,12/11/2018 00:00,123093,224.99,4,Gray,495.3,400.05,139.7,4889.72176,73383490,34
2019-04B07KFPQWXM,2019-04,B07KFPQWXM,None,12/11/2018 00:00,121035,229.99,4.15,Gray,495.3,400.05,139.7,4889.72176,73389480,50
2019-09B07KFPQWXM,2019-09,B07KFPQWXM,None,12/11/2018 00:00,117418,199.99,4.35,Gray,495.3,400.05,139.7,4889.72176,73754870,79
2020-02B07KFPQWXM,2020-02,B07KFPQWXM,None,12/11/2018 00:00,100858,189.97,4.2,Gray,495.3,400.05,139.7,4889.72176,75361600,212
2020-03B07XSHW637,2020-03,B07XSHW637,None,11/09/2019 00:00,74427,179.99,4.5,None,325,325,72,4889.7257,75975680,424
2020-02B07XSHW637,2020-02,B07XSHW637,None,11/09/2019 00:00,68610,179.99,4.6,None,325,325,72,4889.7257,75361600,470
2020-01B07XSHW637,2020-01,B07XSHW637,None,11/09/2019 00:00,52311,219.99,4.7,None,325,325,72,4889.7257,75550080,601
2019-12B07XSHW637,2019-12,B07XSHW637,None,11/09/2019 00:00,27677,249.99,4.72,None,325,325,72,4889.7257,74401790,1078
2019-11B07XSHW637,2019-11,B07XSHW637,None,11/09/2019 00:00,26054,239.99,5,None,325,325,72,4889.7257,74174170,1136
2020-02B0825V59GC,2020-02,B0825V59GC,B08VJ99LCD,14/02/2020 00:00,59201,15.99,3.7,White,320.04,320.04,0,4899,75361600,546
2020-03B0825V59GC,2020-03,B0825V59GC,B08VJ99LCD,14/02/2020 00:00,47839,59.99,4.65,White,320.04,320.04,0,4899,75975680,636
2019-01B07HFRS1HZ,2019-01,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,176125,219.99,3.944444444,None,330,330,737,4950,73335570,1
2019-03B07HFRS1HZ,2019-03,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,83479,164.99,3.9,None,330,330,737,4950,73269680,351
2018-11B07HFRS1HZ,2018-11,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,56738,219.99,5,None,330,330,737,4950,73482000,565
2019-02B07HFRS1HZ,2019-02,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,45450,219.99,3.85,None,330,330,737,4950,73191810,678
2020-02B07HFRS1HZ,2020-02,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,36190,141.95,4.15,None,330,330,737,4950,75361600,859
2020-01B07HFRS1HZ,2020-01,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,29606,99,4.15,None,330,330,737,4950,75550080,1009
2019-06B07HFRS1HZ,2019-06,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,23894,189.99,4.333333333,None,330,330,737,4950,73281660,1212
2019-04B07HFRS1HZ,2019-04,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,18138,169.99,4.2,None,330,330,737,4950,73389480,1523
2019-10B07HFRS1HZ,2019-10,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,17692,179.99,4.266666667,None,330,330,737,4950,74168180,1554
2019-08B07HFRS1HZ,2019-08,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,15347,179.99,4.233333333,None,330,330,737,4950,73521260,1739
2018-12B07HFRS1HZ,2018-12,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,14363,174.99,4.055555556,None,330,330,737,4950,73536000,1832
2019-05B07HFRS1HZ,2019-05,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,11995,189.99,4.366666667,None,330,330,737,4950,73383490,2129
2020-03B07HFRS1HZ,2020-03,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,8810,179.99,4.1,None,330,330,737,4950,75975680,2702
2019-07B07HFRS1HZ,2019-07,B07HFRS1HZ,B07HFRS1HZ,17/09/2018 00:00,7285,179.5,4.35,None,330,330,737,4950,73275670,2882
