asin,listed_date,isEligibleForSuperSaverShipping,Brand,Firm,market_ids,prices,ave_rating,title,variationCSV,suction,Wok_1charge,sales,itemWidth,itemHeight,itemWeight
B01LYCLS24,30/09/2016 00:00,FALSE,11,eufy,R21Q1,348.95,4,"eufy robovac 11, high suction, self-charging robotic vacuum cleaner with drop-sensing technology and high-performance filter for pet, designed for hard floor and thin carpet",None,1000,90,1,326,78,3021
B07JZ6MTC4,29/10/2018 00:00,FALSE,12,eufy,R20Q2,219.9714286,4.4,"eufy by anker, boostiq robovac 12, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1500,100,7762,325,72,2599
B07JZ6MTC4,29/10/2018 00:00,FALSE,12,eufy,R20Q1,226.965,4.35,"eufy by anker, boostiq robovac 12, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1500,100,10770,325,72,2599
B07JZ6MTC4,29/10/2018 00:00,FALSE,12,eufy,R21Q1,194.99,4.46,"eufy by anker, boostiq robovac 12, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1500,100,2235,325,72,2599
B083BKXPPH,01/01/2011 00:00,FALSE,12,eufy,R21Q1,139.99,3.625,"eufy [boostiq] robovac 12, robot vacuum cleaner, upgraded, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (renewed)",None,1500,100,79,325,72,2599
B083BKXPPH,01/01/2011 00:00,FALSE,12,eufy,R22Q1,134.99,4.15,"eufy [boostiq] robovac 12, robot vacuum cleaner, upgraded, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (renewed)",None,1500,100,1,325,72,2599
B083BKXPPH,01/01/2011 00:00,FALSE,12,eufy,R20Q4,159.6071429,2.875,"eufy [boostiq] robovac 12, robot vacuum cleaner, upgraded, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (renewed)",None,1500,100,400,325,72,2599
B083BKXPPH,01/01/2011 00:00,FALSE,12,eufy,R21Q2,139.99,3.75,"eufy [boostiq] robovac 12, robot vacuum cleaner, upgraded, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (renewed)",None,1500,100,1,325,72,2599
B083BKXPPH,01/01/2011 00:00,FALSE,12,eufy,R21Q3,137.2333333,3.95,"eufy [boostiq] robovac 12, robot vacuum cleaner, upgraded, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (renewed)",None,1500,100,1,325,72,2599
B083BKXPPH,01/01/2011 00:00,FALSE,12,eufy,R21Q4,131.5271429,3.85,"eufy [boostiq] robovac 12, robot vacuum cleaner, upgraded, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (renewed)",None,1500,100,153,325,72,2599
B07D78Y5TN,22/05/2018 00:00,FALSE,30,eufy,R20Q3,219.3448387,4.366666667,"eufy by anker, boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa suction, boundary strips included, quiet, self-charging robotic vacuum, cleans hard floors to medium-pile carpets",None,1500,100,9469,72,325,2658
B07D78Y5TN,22/05/2018 00:00,FALSE,30,eufy,R22Q1,210.25375,4.4,"eufy by anker, boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa suction, boundary strips included, quiet, self-charging robotic vacuum, cleans hard floors to medium-pile carpets",None,1500,100,15014,72,325,2658
B07D78Y5TN,22/05/2018 00:00,FALSE,30,eufy,R20Q2,220.4033333,4.333333333,"eufy by anker, boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa suction, boundary strips included, quiet, self-charging robotic vacuum, cleans hard floors to medium-pile carpets",None,1500,100,37311,72,325,2658
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R21Q2,159.514,4.45,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,276,325,72,6595.2331
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R20Q3,173.99,4.5,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,340,325,72,6595.2331
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R21Q1,140.9464286,4.44,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,634,325,72,6595.2331
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R21Q3,139.1425,4.5,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,115,325,72,6595.2331
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R20Q1,183.99,4.066666667,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,1,325,72,6595.2331
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R20Q4,141.2321429,4.42,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,1044,325,72,6595.2331
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R20Q2,178.99,4.25,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,390,325,72,6595.2331
B07TY7JS4T,07/07/2019 00:00,FALSE,30,eufy,R21Q4,129.99,4.45,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa strong suction, 13 ft boundary strips included, quiet, self-charging robotic vacuum cleaner (renewed) ",None,1500,100,410,325,72,6595.2331
B085TC8QSK,12/03/2020 00:00,FALSE,30,eufy,R20Q3,239.99,4.75,"eufy boostiq robovac 30, robot vacuum cleaner, upgraded, super-thin, 1500pa suction, boundary strips included, quiet, self-charging robotic vacuum cleaner+eufy by anker, homevac h11",None,1500,100,1,325,72,6595.2331
B085ZM36DQ,17/03/2020 00:00,FALSE,30,eufy,R20Q4,224.99,4.4,"eufy by anker, boostiq robovac 30, robotic vacuums<U+4E28>robovac replacement kit, vacuum parts & accessories",None,1500,100,1,325,72,6595.2331
B085ZM36DQ,17/03/2020 00:00,FALSE,30,eufy,R20Q3,224.99,4.3,"eufy by anker, boostiq robovac 30, robotic vacuums<U+4E28>robovac replacement kit, vacuum parts & accessories",None,1500,100,1,325,72,6595.2331
B085ZM36DQ,17/03/2020 00:00,FALSE,30,eufy,R21Q1,224.99,4.4,"eufy by anker, boostiq robovac 30, robotic vacuums<U+4E28>robovac replacement kit, vacuum parts & accessories",None,1500,100,1,325,72,6595.2331
B085ZM36DQ,17/03/2020 00:00,FALSE,30,eufy,R22Q1,224.99,4.4,"eufy by anker, boostiq robovac 30, robotic vacuums<U+4E28>robovac replacement kit, vacuum parts & accessories",None,1500,100,1,325,72,6595.2331
B07Q7Y84S6,01/06/2019 00:00,FALSE,500,ECOVACS,R20Q4,165.0125352,4.2,"ecovacs deebot 500 robot vacuum cleaner with max power suction, up to 110 min runtime, hard floors & carpets, pet hair, app controls, self-charging, quiet, large, black, 8 each",None,1000,110,6982,328,78,1996
B07Q7Y84S6,01/06/2019 00:00,FALSE,500,ECOVACS,R22Q1,233.2923529,4.2,"ecovacs deebot 500 robot vacuum cleaner with max power suction, up to 110 min runtime, hard floors & carpets, pet hair, app controls, self-charging, quiet, large, black, 8 each",None,1000,110,1205,328,78,1996
B07Q7Y84S6,01/06/2019 00:00,FALSE,500,ECOVACS,R20Q1,188.7621678,4.148148148,"ecovacs deebot 500 robot vacuum cleaner with max power suction, up to 110 min runtime, hard floors & carpets, pet hair, app controls, self-charging, quiet, large, black, 8 each",None,1000,110,52279,328,78,1996
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R20Q4,169.2475,4.166666667,irobot roomba 614 robot vacuum (renewed),None,600,90,1,457,127,3402
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R20Q1,194.2542857,4.616666667,irobot roomba 614 robot vacuum (renewed),None,600,90,430,457,127,3402
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R20Q2,190.1153333,4.4,irobot roomba 614 robot vacuum (renewed),None,600,90,496,457,127,3402
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R21Q3,185.9869231,4.15,irobot roomba 614 robot vacuum (renewed),None,600,90,1,457,127,3402
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R20Q3,197.885,4.266666667,irobot roomba 614 robot vacuum (renewed),None,600,90,1,457,127,3402
B00IPEZKBW,01/06/2016 00:00,FALSE,614,iRobot,R22Q1,360.9128125,4.4,"irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,775,457,127,5216
B00IPEZKBW,01/06/2016 00:00,FALSE,614,iRobot,R20Q3,232.0208333,4.4,"irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,6721,457,127,5216
B00IPEZKBW,01/06/2016 00:00,FALSE,614,iRobot,R20Q1,219.6372222,4.352941176,"irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,8487,457,127,5216
B00IPEZKBW,01/06/2016 00:00,FALSE,614,iRobot,R21Q1,217.49,4.45,"irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,4986,457,127,5216
B00IPEZKBW,01/06/2016 00:00,FALSE,614,iRobot,R20Q2,211.662,4.3,"irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,14333,457,127,5216
B07VJQG6FN,01/01/2011 00:00,TRUE,614,iRobot,R22Q1,175.802,4.6,"irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging, black","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,1,457,127,5216
B07Z277N74,12/10/2019 00:00,FALSE,614,iRobot,R20Q3,275.1,4.4,irobot roomba 614 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,"B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,6721,457,127,5216
B07Z277N74,12/10/2019 00:00,FALSE,614,iRobot,R21Q1,267.072619,4.45,irobot roomba 614 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,"B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,4986,457,127,5216
B07Z27CKPZ,12/10/2019 00:00,FALSE,614,iRobot,R20Q3,331.58,4.4,irobot roomba 614 robot vacuum with dual mode virtual wall barrier (2-pack),"B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,6317,457,127,5216
B07Z27CKPZ,12/10/2019 00:00,FALSE,614,iRobot,R21Q1,288.78,4.45,irobot roomba 614 robot vacuum with dual mode virtual wall barrier (2-pack),"B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,4986,457,127,5216
B07Z2864P3,12/10/2019 00:00,FALSE,614,iRobot,R21Q1,256.07625,4.45,"irobot roomba 614 robot vacuum with roomba 600 series replenishment kit (1 bristle brush, 1 beater brush, 1 spinning side brush, 3 aerovac filters, and 1 round cleaning tool)","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,4986,457,127,5216
B07W5XB6B6,10/09/2019 00:00,TRUE,661,ECOVACS,R20Q2,297.532069,3.95,"ecovacs deebot 661 robot vacuum, black","B07W5XB6B6,B07KSFM8S5",1000,110,737,332,79,3397
B07W5XB6B6,10/09/2019 00:00,TRUE,661,ECOVACS,R22Q1,189.2545098,3.9,"ecovacs deebot 661 robot vacuum, black","B07W5XB6B6,B07KSFM8S5",1000,110,41,332,79,3397
B07W5XB6B6,10/09/2019 00:00,TRUE,661,ECOVACS,R20Q1,316.74,4.1,"ecovacs deebot 661 robot vacuum, black","B07W5XB6B6,B07KSFM8S5",1000,110,2004,332,79,3397
B07W5XB6B6,10/09/2019 00:00,TRUE,661,ECOVACS,R20Q3,275.4567692,3.85,"ecovacs deebot 661 robot vacuum, black","B07W5XB6B6,B07KSFM8S5",1000,110,1285,332,79,3397
B07DL4QY5V,14/08/2018 00:00,FALSE,675,iRobot,R21Q4,243.6486133,4.4,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging",None,600,90,75328,340,90,3071
B07DL4QY5V,14/08/2018 00:00,FALSE,675,iRobot,R22Q1,255.2038909,4.42,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging",None,600,90,45072,340,90,3071
B07DL4QY5V,14/08/2018 00:00,FALSE,675,iRobot,R20Q4,226.7859821,4.45,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging",None,600,90,77516,340,90,3071
B07DL4QY5V,14/08/2018 00:00,FALSE,675,iRobot,R20Q1,247.2519512,4.266666667,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging",None,600,90,70951,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R20Q2,219.4942857,4.183333333,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,1043,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R21Q2,221.0827083,4.3,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,1073,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R20Q4,209.0516667,4.183333333,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,488,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R21Q1,213.596,4.183333333,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,558,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R21Q4,358.8438095,4.35,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,1,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R20Q3,230,4.15,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,434,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R20Q1,208.5715385,4.095744681,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,1757,340,90,3071
B07QNMW83G,16/04/2019 00:00,FALSE,675,iRobot,R21Q3,228.374,4.35,"irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,216,340,90,3071
B07QC4VZ5N,03/04/2019 00:00,FALSE,675,iRobot,R20Q2,269,4.133333333,"irobot roomba 675 robot vacuum bundle - wi-fi connected, ideal for pet hair",None,600,90,585,102,406,5456.71621
B07QC4VZ5N,03/04/2019 00:00,FALSE,675,iRobot,R20Q4,299,4.05,"irobot roomba 675 robot vacuum bundle - wi-fi connected, ideal for pet hair",None,600,90,1,102,406,5456.71621
B07QC4VZ5N,03/04/2019 00:00,FALSE,675,iRobot,R22Q1,369,4.1,"irobot roomba 675 robot vacuum bundle - wi-fi connected, ideal for pet hair",None,600,90,1,102,406,5456.71621
B07Z27LBL6,12/10/2019 00:00,FALSE,675,iRobot,R21Q3,305.227381,4.62,irobot roomba 675 robot vacuum with dual mode virtual wall barrier (2-pack),None,600,90,1,221,248,4263
B07Z27LBL6,12/10/2019 00:00,FALSE,675,iRobot,R21Q4,295.763125,4.55,irobot roomba 675 robot vacuum with dual mode virtual wall barrier (2-pack),None,600,90,1,221,248,4263
B07Z27LBL6,12/10/2019 00:00,FALSE,675,iRobot,R22Q1,312.6116,4.4,irobot roomba 675 robot vacuum with dual mode virtual wall barrier (2-pack),None,600,90,1,221,248,4263
B07Z27LBL6,12/10/2019 00:00,FALSE,675,iRobot,R21Q2,303.07825,4.6,irobot roomba 675 robot vacuum with dual mode virtual wall barrier (2-pack),None,600,90,41192,221,248,4263
B07Z27LBL6,12/10/2019 00:00,FALSE,675,iRobot,R20Q4,307.8675,4.45,irobot roomba 675 robot vacuum with dual mode virtual wall barrier (2-pack),None,600,90,77516,221,248,4263
B07Z2843KB,12/10/2019 00:00,FALSE,675,iRobot,R21Q3,283.1301449,4.75,irobot roomba 675 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,None,600,90,1,221,248,4263
B07Z2843KB,12/10/2019 00:00,FALSE,675,iRobot,R22Q1,294.746,4.7,irobot roomba 675 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,None,600,90,1,221,248,4263
B07Z2843KB,12/10/2019 00:00,FALSE,675,iRobot,R20Q4,282.0118919,4.45,irobot roomba 675 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,None,600,90,77516,221,248,4263
B07Z2843KB,12/10/2019 00:00,FALSE,675,iRobot,R21Q2,274.1404706,4.7,irobot roomba 675 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,None,600,90,38974,221,248,4263
B07Z284C4Y,12/10/2019 00:00,FALSE,675,iRobot,R21Q2,262.9342188,4.6,irobot roomba 675 robot vacuum with roomba 600 series replenishment kit,None,600,90,41192,221,248,4263
B07Z284C4Y,12/10/2019 00:00,FALSE,675,iRobot,R20Q4,265.805,4.45,irobot roomba 675 robot vacuum with roomba 600 series replenishment kit,None,600,90,77516,221,248,4263
B089TNN8XQ,01/01/2011 00:00,FALSE,675,iRobot,R20Q4,203.99,3.680769231,"irobot roomba 675 robot vacuum-wi-fi connectivity, compatible with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,3258,221,248,4263
B089TNN8XQ,01/01/2011 00:00,FALSE,675,iRobot,R21Q1,213.3233333,4.12,"irobot roomba 675 robot vacuum-wi-fi connectivity, compatible with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,1427,221,248,4263
B089TNN8XQ,01/01/2011 00:00,FALSE,675,iRobot,R22Q1,199.99,4.2,"irobot roomba 675 robot vacuum-wi-fi connectivity, compatible with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)",None,600,90,1151,221,248,4263
B08P5W2M8X,26/11/2020 00:00,FALSE,675,iRobot,R21Q1,499.99,5,irobot roomba 675 wi-fi connected robot vacuum cleaner with braava 240 wet jet mop bundle (2 items),None,600,90,1,221,248,4263
B08P5W2M8X,26/11/2020 00:00,FALSE,675,iRobot,R21Q3,499.99,4.8,irobot roomba 675 wi-fi connected robot vacuum cleaner with braava 240 wet jet mop bundle (2 items),None,600,90,1,221,248,4263
B08P5W2M8X,26/11/2020 00:00,FALSE,675,iRobot,R21Q4,499.99,4.7,irobot roomba 675 wi-fi connected robot vacuum cleaner with braava 240 wet jet mop bundle (2 items),None,600,90,1,221,248,4263
B07GDHPWCS,14/03/2018 00:00,FALSE,711,ECOVACS,R21Q1,219.4129167,3.95,"ecovacs deebot 711 robot vacuum cleaner with smart navi 2.0, systematic mapping cleaning, wi-fi connectivity, ideal for pet hair, carpets, hard floor surfaces, compatible with alexa, black/white","B07GDHPWCS,B07W4S99CM",1000,130,206,353,84,5443
B07GDHPWCS,14/03/2018 00:00,FALSE,711,ECOVACS,R21Q4,147.521,4.05,"ecovacs deebot 711 robot vacuum cleaner with smart navi 2.0, systematic mapping cleaning, wi-fi connectivity, ideal for pet hair, carpets, hard floor surfaces, compatible with alexa, black/white","B07GDHPWCS,B07W4S99CM",1000,130,939,353,84,5443
B07GDHPWCS,14/03/2018 00:00,FALSE,711,ECOVACS,R21Q2,152.7736842,4,"ecovacs deebot 711 robot vacuum cleaner with smart navi 2.0, systematic mapping cleaning, wi-fi connectivity, ideal for pet hair, carpets, hard floor surfaces, compatible with alexa, black/white","B07GDHPWCS,B07W4S99CM",1000,130,732,353,84,5443
B07GDHPWCS,14/03/2018 00:00,FALSE,711,ECOVACS,R20Q1,448.2237778,4.02,"ecovacs deebot 711 robot vacuum cleaner with smart navi 2.0, systematic mapping cleaning, wi-fi connectivity, ideal for pet hair, carpets, hard floor surfaces, compatible with alexa, black/white","B07GDHPWCS,B07W4S99CM",1000,130,28105,353,84,5443
B07GDHPWCS,14/03/2018 00:00,FALSE,711,ECOVACS,R21Q3,223.6518519,4.066666667,"ecovacs deebot 711 robot vacuum cleaner with smart navi 2.0, systematic mapping cleaning, wi-fi connectivity, ideal for pet hair, carpets, hard floor surfaces, compatible with alexa, black/white","B07GDHPWCS,B07W4S99CM",1000,130,947,353,84,5443
B07GDHPWCS,14/03/2018 00:00,FALSE,711,ECOVACS,R20Q2,435.592,3.95,"ecovacs deebot 711 robot vacuum cleaner with smart navi 2.0, systematic mapping cleaning, wi-fi connectivity, ideal for pet hair, carpets, hard floor surfaces, compatible with alexa, black/white","B07GDHPWCS,B07W4S99CM",1000,130,362,353,84,5443
B06XS31V18,14/06/2017 00:00,FALSE,890,iRobot,R22Q1,471.7466667,4.3,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors",None,850,90,1,330,91,3810
B06XS31V18,14/06/2017 00:00,FALSE,890,iRobot,R20Q4,416.1862821,4.3,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors",None,850,90,480,330,91,3810
B06XS31V18,14/06/2017 00:00,FALSE,890,iRobot,R20Q3,383.0336667,4.2,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors",None,850,90,529,330,91,3810
B06XS31V18,14/06/2017 00:00,FALSE,890,iRobot,R20Q1,370.1527273,4.1,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors",None,850,90,1438,330,91,3810
B0835H9F44,26/12/2019 00:00,FALSE,890,iRobot,R21Q1,282.49,4.25,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors (renewed)",None,850,90,842,421.64,137.16,5048.47896
B0835H9F44,26/12/2019 00:00,FALSE,890,iRobot,R21Q2,299.99,4.3,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors (renewed)",None,850,90,1,421.64,137.16,5048.47896
B0835H9F44,26/12/2019 00:00,FALSE,890,iRobot,R20Q4,282.49,4.25,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors (renewed)",None,850,90,1790,421.64,137.16,5048.47896
B0835H9F44,26/12/2019 00:00,FALSE,890,iRobot,R20Q2,249.99,4.128571429,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors (renewed)",None,850,90,614,421.64,137.16,5048.47896
B0835H9F44,26/12/2019 00:00,FALSE,890,iRobot,R20Q1,271.4185714,4.575,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors (renewed)",None,850,90,1086,421.64,137.16,5048.47896
B07TJ2M5XY,13/08/2019 00:00,TRUE,920,ECOVACS,R22Q1,518.9013043,4.175,"ecovacs deebot ozmo 920 2in1 mopping robotic vacuum with laser navigation, no-go zones, systematic cleaning, multi-floor mapping, works with alexa & app, large, black",None,1000,110,1,348,93,191
B07TJ2M5XY,13/08/2019 00:00,TRUE,920,ECOVACS,R20Q4,453.3921429,4.2,"ecovacs deebot ozmo 920 2in1 mopping robotic vacuum with laser navigation, no-go zones, systematic cleaning, multi-floor mapping, works with alexa & app, large, black",None,1000,110,1404,348,93,191
B07TJ2M5XY,13/08/2019 00:00,TRUE,920,ECOVACS,R21Q3,406.8148276,4.15,"ecovacs deebot ozmo 920 2in1 mopping robotic vacuum with laser navigation, no-go zones, systematic cleaning, multi-floor mapping, works with alexa & app, large, black",None,1000,110,820,348,93,191
B07TJ2M5XY,13/08/2019 00:00,TRUE,920,ECOVACS,R20Q1,592.9895714,4.252631579,"ecovacs deebot ozmo 920 2in1 mopping robotic vacuum with laser navigation, no-go zones, systematic cleaning, multi-floor mapping, works with alexa & app, large, black",None,1000,110,19607,348,93,191
B07TJ2M5XY,13/08/2019 00:00,TRUE,920,ECOVACS,R20Q2,588.8422727,4.2,"ecovacs deebot ozmo 920 2in1 mopping robotic vacuum with laser navigation, no-go zones, systematic cleaning, multi-floor mapping, works with alexa & app, large, black",None,1000,110,861,348,93,191
B07TJ2M5XY,13/08/2019 00:00,TRUE,920,ECOVACS,R20Q3,575.6272727,4.15,"ecovacs deebot ozmo 920 2in1 mopping robotic vacuum with laser navigation, no-go zones, systematic cleaning, multi-floor mapping, works with alexa & app, large, black",None,1000,110,469,348,93,191
B07WHMGDW9,13/08/2019 00:00,FALSE,937,ECOVACS,R20Q2,244.99,3,ecovacs deebot ozmo 937 2-in-1 smart robotic vacuum cleaner & mop with advanced navigation (renewed),"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,190,330,76,5860.4134
B07WHMGDW9,13/08/2019 00:00,FALSE,937,ECOVACS,R20Q3,241.776,3.255555556,ecovacs deebot ozmo 937 2-in-1 smart robotic vacuum cleaner & mop with advanced navigation (renewed),"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,343,330,76,5860.4134
B07WHMGDW9,13/08/2019 00:00,FALSE,937,ECOVACS,R21Q1,217.4514286,3.55,ecovacs deebot ozmo 937 2-in-1 smart robotic vacuum cleaner & mop with advanced navigation (renewed),"B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,1,330,76,5860.4134
