asin,listed_date,isEligibleForSuperSaverShipping,Brand,Firm,market_ids,prices,ave_rating,title,variationCSV,suction,Wok_1charge,sales,itemWidth,itemHeight,itemWeight
B08MWHFZFC,06/11/2020 00:00,FALSE,i7,iRobot,R21Q1,1099,5,irobot roomba i7 7150 wi-fi connected robot vacuum and braava jet m6 robot mop bundle (2 items),None,1700,75,1,356,152,7257
B08MWHFZFC,06/11/2020 00:00,FALSE,i7,iRobot,R21Q3,1049.495,4.35,irobot roomba i7 7150 wi-fi connected robot vacuum and braava jet m6 robot mop bundle (2 items),None,1700,75,1,356,152,7257
B08MWHFZFC,06/11/2020 00:00,FALSE,i7,iRobot,R21Q4,919.99,4.05,irobot roomba i7 7150 wi-fi connected robot vacuum and braava jet m6 robot mop bundle (2 items),None,1700,75,1,356,152,7257
B092J9CDRW,14/04/2021 00:00,FALSE,i7,iRobot,R21Q3,402.5183333,2,"irobot roomba i7 robotic vacuum bundle- alexa connected, home mapping, great for pet hair (+1 extra edge-sweeping brush, 1 extra filter) (renewed)",None,1700,75,1,356,152,7257
B094P9RGNK,11/05/2021 00:00,FALSE,i7,iRobot,R21Q3,449.992,3.233333333,"irobot roomba i7 (7150) robot vacuum- wi-fi connected, smart mapping, compatible with alexa, ideal for pet hair, works with clean base, black (renewed)","B094P9RGNK,B09B1BGM9X",1700,75,395,356,152,7257
B094P9RGNK,11/05/2021 00:00,FALSE,i7,iRobot,R22Q1,407.6823077,4.083333333,"irobot roomba i7 (7150) robot vacuum- wi-fi connected, smart mapping, compatible with alexa, ideal for pet hair, works with clean base, black (renewed)","B094P9RGNK,B09B1BGM9X",1700,75,3344,356,152,7257
B094P9RGNK,11/05/2021 00:00,FALSE,i7,iRobot,R21Q4,352.49,3.947619048,"irobot roomba i7 (7150) robot vacuum- wi-fi connected, smart mapping, compatible with alexa, ideal for pet hair, works with clean base, black (renewed)","B094P9RGNK,B09B1BGM9X",1700,75,5241,356,152,7257
B07GNPDMRP,24/10/2018 00:00,TRUE,i7+,iRobot,R22Q1,805.8727059,4.466666667,"irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected, smart mapping, works with alexa, ideal for pet hair, carpets, hard floors, black","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,16434,339,92,3375
B07GNPDMRP,24/10/2018 00:00,TRUE,i7+,iRobot,R20Q3,769.9458278,4.5,"irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected, smart mapping, works with alexa, ideal for pet hair, carpets, hard floors, black","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,11519,339,92,3375
B07GNPDMRP,24/10/2018 00:00,TRUE,i7+,iRobot,R20Q1,929.5826144,4.316666667,"irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected, smart mapping, works with alexa, ideal for pet hair, carpets, hard floors, black","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,6540,339,92,3375
B07GNPDMRP,24/10/2018 00:00,TRUE,i7+,iRobot,R21Q4,759.5375434,4.5,"irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected, smart mapping, works with alexa, ideal for pet hair, carpets, hard floors, black","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,30305,339,92,3375
B07GNPDMRP,24/10/2018 00:00,TRUE,i7+,iRobot,R20Q2,834.1655479,4.4,"irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal - empties itself for up to 60 days, wi-fi connected, smart mapping, works with alexa, ideal for pet hair, carpets, hard floors, black","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,9351,339,92,3375
B07TJTJRWG,28/06/2019 00:00,FALSE,i7+,iRobot,R21Q4,705.83,4.6,"irobot roomba i7+ (7550) robot vacuum with clean base™ automatic dirt disposal bags, 3-pack, compatible with all clean base™ models","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,1,339,92,3375
B07TJTJRWG,28/06/2019 00:00,FALSE,i7+,iRobot,R20Q3,813.77,4.5,"irobot roomba i7+ (7550) robot vacuum with clean base™ automatic dirt disposal bags, 3-pack, compatible with all clean base™ models","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,11451,339,92,3375
B07TJTJRWG,28/06/2019 00:00,FALSE,i7+,iRobot,R21Q3,754.3606452,4.633333333,"irobot roomba i7+ (7550) robot vacuum with clean base™ automatic dirt disposal bags, 3-pack, compatible with all clean base™ models","B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,9622,339,92,3375
B07Z27B899,12/10/2019 00:00,FALSE,i7+,iRobot,R21Q1,876.21,5,irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal and dual mode virtual wall barrier (2-pack),None,1700,75,1,339,92,3375
B07Z27CMXW,12/10/2019 00:00,FALSE,i7+,iRobot,R20Q3,1248,4.5,irobot roomba i7+ (7550) robot vacuum with braava jet m6 (6110) ultimate robot mop,None,1700,75,11519,339,92,3375
B07Z27CMXW,12/10/2019 00:00,FALSE,i7+,iRobot,R21Q3,1105.596429,4.566666667,irobot roomba i7+ (7550) robot vacuum with braava jet m6 (6110) ultimate robot mop,None,1700,75,9622,339,92,3375
B07Z27H651,12/10/2019 00:00,FALSE,i7+,iRobot,R20Q3,839.995,4.5,irobot roomba i7+ (7550) robot vacuum with roomba e and i series replenishment kit,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,11451,339,92,3375
B07Z27H651,12/10/2019 00:00,FALSE,i7+,iRobot,R20Q2,765.6577778,4.4,irobot roomba i7+ (7550) robot vacuum with roomba e and i series replenishment kit,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,9351,339,92,3375
B07Z27H651,12/10/2019 00:00,FALSE,i7+,iRobot,R21Q3,824.5704478,4.733333333,irobot roomba i7+ (7550) robot vacuum with roomba e and i series replenishment kit,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",1700,75,4657,339,92,3375
B07Z2864P7,12/10/2019 00:00,FALSE,i7+,iRobot,R20Q4,768.9376471,5,irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal and dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,None,1700,75,1,339,92,3375
B07Z2864P7,12/10/2019 00:00,FALSE,i7+,iRobot,R22Q1,829.38,4.1,irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal and dual mode virtual wall barrier compatible with roomba 600/700/800/900 series,None,1700,75,1,339,92,3375
B07ZPD7DWQ,14/06/2022 00:00,FALSE,i7+,iRobot,R21Q4,790.6666667,2.5,irobot roomba i7+ (7550) robot vacuum wi-fi connected bundle with deco gear accessory kit for i7 and 2-yr cps enhanced protection pack,None,1700,75,1,339,92,3375
B08L85TXGW,15/10/2020 00:00,FALSE,i7+,iRobot,R21Q1,725.9414286,3.5,"irobot roomba i7+ (7550) robot vacuum bundle with automatic dirt disposal - wi-fi connected, smart mapping, ideal for pet hair (+2 allergenlock dirt disposal bags) (renewed)",None,1700,75,1,339,92,3375
B08L85TXGW,15/10/2020 00:00,FALSE,i7+,iRobot,R21Q2,652.905,4.3,"irobot roomba i7+ (7550) robot vacuum bundle with automatic dirt disposal - wi-fi connected, smart mapping, ideal for pet hair (+2 allergenlock dirt disposal bags) (renewed)",None,1700,75,1,339,92,3375
B08L85TXGW,15/10/2020 00:00,FALSE,i7+,iRobot,R21Q3,655.118,4.6,"irobot roomba i7+ (7550) robot vacuum bundle with automatic dirt disposal - wi-fi connected, smart mapping, ideal for pet hair (+2 allergenlock dirt disposal bags) (renewed)",None,1700,75,1,339,92,3375
B099QL9G7Y,01/01/2011 00:00,FALSE,i7+,iRobot,R21Q3,827.9875,4.5,irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal with authentic replacement parts- roomba s series replenishment kit,None,1700,75,10089,339,92,3375
B09B22L23J,01/01/2011 00:00,FALSE,i7+,iRobot,R21Q3,850.8435294,4.5,irobot roomba i7+ (7550) robot vacuum with automatic dirt disposal with irobot root rt0 coding robot: programmable stem toy for kids,None,1700,75,4041,339,92,3375
B08356CQRQ,26/12/2019 00:00,TRUE,K600,Yeedi,R21Q1,125.978,4.2,"yeedi k600 robot vacuum, with1800pa super-strong suction, up to 110 min runtime, ultra slim, automatic self-charging robotic vacuum, deep cleaning for pet hair, hard floors and carpet, remote control",None,1800,110,22524,326,79,3050
B08356CQRQ,26/12/2019 00:00,TRUE,K600,Yeedi,R22Q1,130.8595652,4.2,"yeedi k600 robot vacuum, with1800pa super-strong suction, up to 110 min runtime, ultra slim, automatic self-charging robotic vacuum, deep cleaning for pet hair, hard floors and carpet, remote control",None,1800,110,1014,326,79,3050
B08356CQRQ,26/12/2019 00:00,TRUE,K600,Yeedi,R20Q3,139.978,4.35,"yeedi k600 robot vacuum, with1800pa super-strong suction, up to 110 min runtime, ultra slim, automatic self-charging robotic vacuum, deep cleaning for pet hair, hard floors and carpet, remote control",None,1800,110,13607,326,79,3050
B08356CQRQ,26/12/2019 00:00,TRUE,K600,Yeedi,R20Q2,135.2526667,4.588,"yeedi k600 robot vacuum, with1800pa super-strong suction, up to 110 min runtime, ultra slim, automatic self-charging robotic vacuum, deep cleaning for pet hair, hard floors and carpet, remote control",None,1800,110,4781,326,79,3050
B08356CQRQ,26/12/2019 00:00,TRUE,K600,Yeedi,R20Q1,189.99,4.64,"yeedi k600 robot vacuum, with1800pa super-strong suction, up to 110 min runtime, ultra slim, automatic self-charging robotic vacuum, deep cleaning for pet hair, hard floors and carpet, remote control",None,1800,110,460,326,79,3050
B07Z9YWWKD,18/10/2019 00:00,FALSE,m7,Proscenic,R20Q2,455.9966667,4.345454545,"proscenic m7 pro robot vacuum cleaner, laser navigation, 2700pa powerful suction, app & alexa control, multi floor mapping, ideal for pets hair, carpets and hard floors, black",None,2700,150,3753,347,97,4350
B07Z9YWWKD,18/10/2019 00:00,FALSE,m7,Proscenic,R20Q1,424.575,4.546153846,"proscenic m7 pro robot vacuum cleaner, laser navigation, 2700pa powerful suction, app & alexa control, multi floor mapping, ideal for pets hair, carpets and hard floors, black",None,2700,150,912,347,97,4350
B07Z9YWWKD,18/10/2019 00:00,FALSE,m7,Proscenic,R20Q4,345.9764286,4.27,"proscenic m7 pro robot vacuum cleaner, laser navigation, 2700pa powerful suction, app & alexa control, multi floor mapping, ideal for pets hair, carpets and hard floors, black",None,2700,150,3942,347,97,4350
B07Z9YWWKD,18/10/2019 00:00,FALSE,m7,Proscenic,R22Q1,349,4,"proscenic m7 pro robot vacuum cleaner, laser navigation, 2700pa powerful suction, app & alexa control, multi floor mapping, ideal for pets hair, carpets and hard floors, black",None,2700,150,819,347,97,4350
B07Z9YWWKD,18/10/2019 00:00,FALSE,m7,Proscenic,R21Q1,375.06,4.13,"proscenic m7 pro robot vacuum cleaner, laser navigation, 2700pa powerful suction, app & alexa control, multi floor mapping, ideal for pets hair, carpets and hard floors, black",None,2700,150,15676,347,97,4350
B07Z9YWWKD,18/10/2019 00:00,FALSE,m7,Proscenic,R20Q3,401.225,4.25,"proscenic m7 pro robot vacuum cleaner, laser navigation, 2700pa powerful suction, app & alexa control, multi floor mapping, ideal for pets hair, carpets and hard floors, black",None,2700,150,13369,347,97,4350
B07Z9YWWKD,18/10/2019 00:00,FALSE,m7,Proscenic,R21Q4,370.8363636,3.9,"proscenic m7 pro robot vacuum cleaner, laser navigation, 2700pa powerful suction, app & alexa control, multi floor mapping, ideal for pets hair, carpets and hard floors, black",None,2700,150,5032,347,97,4350
B083LRHB7S,07/01/2020 00:00,FALSE,m7,Proscenic,R20Q4,414,4.6,"proscenic m7 robot vacuum cleaner, laser navigation, app & alexa, 2600 pa powerful suction, carpet boost, electronically-controlled water tank for carpet & hard floors, gray",None,2700,150,324,406.4,139.7,5656.29224
B083LRHB7S,07/01/2020 00:00,FALSE,m7,Proscenic,R21Q2,189.99,3.4,"proscenic m7 robot vacuum cleaner, laser navigation, app & alexa, 2600 pa powerful suction, carpet boost, electronically-controlled water tank for carpet & hard floors, gray",None,2700,150,1,406.4,139.7,5656.29224
B083LRHB7S,07/01/2020 00:00,FALSE,m7,Proscenic,R20Q1,399.99,3.7,"proscenic m7 robot vacuum cleaner, laser navigation, app & alexa, 2600 pa powerful suction, carpet boost, electronically-controlled water tank for carpet & hard floors, gray",None,2700,150,138,406.4,139.7,5656.29224
B083LRHB7S,07/01/2020 00:00,FALSE,m7,Proscenic,R20Q2,439.99,4.228571429,"proscenic m7 robot vacuum cleaner, laser navigation, app & alexa, 2600 pa powerful suction, carpet boost, electronically-controlled water tank for carpet & hard floors, gray",None,2700,150,3698,406.4,139.7,5656.29224
B077HW9XM7,31/05/2019 00:00,FALSE,N79S,ECOVACS,R20Q2,173.8304348,3.844444444,"ecovacs deebot n79s robotic vacuum cleaner with max power suction, upto 110 min runtime, hard floors and carpets, works with alexa, app controls, self-charging, quiet",None,1000,120,15563,310,57,3200
B077HW9XM7,31/05/2019 00:00,FALSE,N79S,ECOVACS,R20Q3,183.8744872,3.9,"ecovacs deebot n79s robotic vacuum cleaner with max power suction, upto 110 min runtime, hard floors and carpets, works with alexa, app controls, self-charging, quiet",None,1000,120,18484,310,57,3200
B077HW9XM7,31/05/2019 00:00,FALSE,N79S,ECOVACS,R20Q1,187.4557143,3.9,"ecovacs deebot n79s robotic vacuum cleaner with max power suction, upto 110 min runtime, hard floors and carpets, works with alexa, app controls, self-charging, quiet",None,1000,120,6436,310,57,3200
B077HW9XM7,31/05/2019 00:00,FALSE,N79S,ECOVACS,R22Q1,303.951,4.1,"ecovacs deebot n79s robotic vacuum cleaner with max power suction, upto 110 min runtime, hard floors and carpets, works with alexa, app controls, self-charging, quiet",None,1000,120,4225,310,57,3200
B077HW9XM7,31/05/2019 00:00,FALSE,N79S,ECOVACS,R21Q1,198.8546341,4.05,"ecovacs deebot n79s robotic vacuum cleaner with max power suction, upto 110 min runtime, hard floors and carpets, works with alexa, app controls, self-charging, quiet",None,1000,120,6938,310,57,3200
B07S412MZ8,21/05/2019 00:00,FALSE,N79W,ECOVACS,R20Q3,124.1252381,3.866666667,"ecovacs deebot n79w robot vacuum cleaner (white) with max power suction, alexa connectivity, app controls, self-charging, for hard surface floors & thin carpets (renewed)","B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,1849,394,114,1179
B07S412MZ8,21/05/2019 00:00,FALSE,N79W,ECOVACS,R21Q4,157.9855556,4,"ecovacs deebot n79w robot vacuum cleaner (white) with max power suction, alexa connectivity, app controls, self-charging, for hard surface floors & thin carpets (renewed)","B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,561,394,114,1179
B07S412MZ8,21/05/2019 00:00,FALSE,N79W,ECOVACS,R21Q1,135.9966667,4.05,"ecovacs deebot n79w robot vacuum cleaner (white) with max power suction, alexa connectivity, app controls, self-charging, for hard surface floors & thin carpets (renewed)","B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,894,394,114,1179
B07S412MZ8,21/05/2019 00:00,FALSE,N79W,ECOVACS,R20Q1,139.4405,3.833333333,"ecovacs deebot n79w robot vacuum cleaner (white) with max power suction, alexa connectivity, app controls, self-charging, for hard surface floors & thin carpets (renewed)","B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,1672,394,114,1179
B07S412MZ8,21/05/2019 00:00,FALSE,N79W,ECOVACS,R22Q1,168.302,4.06,"ecovacs deebot n79w robot vacuum cleaner (white) with max power suction, alexa connectivity, app controls, self-charging, for hard surface floors & thin carpets (renewed)","B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,474,394,114,1179
B07RQC1GHZ,10/05/2019 00:00,FALSE,r750,Coredy,R20Q3,286.7125,4.433333333,"coredy r750 robot vacuum cleaner, compatible with alexa, mopping system, boost intellect, virtual boundary supported, 2200pa suction, super-thin, upgraded robotic vacuums, cleans hard floor to carpet","B07RQC1GHZ,B07L2YB8NW",2200,120,5359,323,70,2722
B07RQC1GHZ,10/05/2019 00:00,FALSE,r750,Coredy,R20Q2,297.6415556,4.6,"coredy r750 robot vacuum cleaner, compatible with alexa, mopping system, boost intellect, virtual boundary supported, 2200pa suction, super-thin, upgraded robotic vacuums, cleans hard floor to carpet","B07RQC1GHZ,B07L2YB8NW",2200,120,2986,323,70,2722
B07RQC1GHZ,10/05/2019 00:00,FALSE,r750,Coredy,R20Q1,281.6515385,4.7,"coredy r750 robot vacuum cleaner, compatible with alexa, mopping system, boost intellect, virtual boundary supported, 2200pa suction, super-thin, upgraded robotic vacuums, cleans hard floor to carpet","B07RQC1GHZ,B07L2YB8NW",2200,120,3901,323,70,2722
B07RQC1GHZ,10/05/2019 00:00,FALSE,r750,Coredy,R22Q1,254.99,4.3,"coredy r750 robot vacuum cleaner, compatible with alexa, mopping system, boost intellect, virtual boundary supported, 2200pa suction, super-thin, upgraded robotic vacuums, cleans hard floor to carpet","B07RQC1GHZ,B07L2YB8NW",2200,120,4286,323,70,2722
B07RQC1GHZ,10/05/2019 00:00,FALSE,r750,Coredy,R20Q4,280.5865385,4.45,"coredy r750 robot vacuum cleaner, compatible with alexa, mopping system, boost intellect, virtual boundary supported, 2200pa suction, super-thin, upgraded robotic vacuums, cleans hard floor to carpet","B07RQC1GHZ,B07L2YB8NW",2200,120,56159,323,70,2722
B07RQC1GHZ,10/05/2019 00:00,FALSE,r750,Coredy,R21Q2,273.8352941,4.342857143,"coredy r750 robot vacuum cleaner, compatible with alexa, mopping system, boost intellect, virtual boundary supported, 2200pa suction, super-thin, upgraded robotic vacuums, cleans hard floor to carpet","B07RQC1GHZ,B07L2YB8NW",2200,120,28105,323,70,2722
B07L2YB8NW,27/10/2018 00:00,FALSE,r750,Coredy,R20Q3,179.7664286,4.344444444,"coredy r750 robot vacuum cleaner, fully upgraded, boundary strip supported, 360° smart sensor protection, strong max suction, super quiet, self-charge robotic vacuum, cleans pet fur, hard floor","B07RQC1GHZ,B07L2YB8NW",2200,120,6771,70,320,4082
B07L2YB8NW,27/10/2018 00:00,FALSE,r750,Coredy,R21Q2,169.3409091,4.3,"coredy r750 robot vacuum cleaner, fully upgraded, boundary strip supported, 360° smart sensor protection, strong max suction, super quiet, self-charge robotic vacuum, cleans pet fur, hard floor","B07RQC1GHZ,B07L2YB8NW",2200,120,13153,70,320,4082
B07L2YB8NW,27/10/2018 00:00,FALSE,r750,Coredy,R20Q2,191.5836,4.4,"coredy r750 robot vacuum cleaner, fully upgraded, boundary strip supported, 360° smart sensor protection, strong max suction, super quiet, self-charge robotic vacuum, cleans pet fur, hard floor","B07RQC1GHZ,B07L2YB8NW",2200,120,11292,70,320,4082
B07L2YB8NW,27/10/2018 00:00,FALSE,r750,Coredy,R20Q1,151.2161111,4.452631579,"coredy r750 robot vacuum cleaner, fully upgraded, boundary strip supported, 360° smart sensor protection, strong max suction, super quiet, self-charge robotic vacuum, cleans pet fur, hard floor","B07RQC1GHZ,B07L2YB8NW",2200,120,7164,70,320,4082
B07L2YB8NW,27/10/2018 00:00,FALSE,r750,Coredy,R22Q1,177.64,4.3,"coredy r750 robot vacuum cleaner, fully upgraded, boundary strip supported, 360° smart sensor protection, strong max suction, super quiet, self-charge robotic vacuum, cleans pet fur, hard floor","B07RQC1GHZ,B07L2YB8NW",2200,120,415,70,320,4082
B07L2YB8NW,27/10/2018 00:00,FALSE,r750,Coredy,R20Q4,177.015,4.353333333,"coredy r750 robot vacuum cleaner, fully upgraded, boundary strip supported, 360° smart sensor protection, strong max suction, super quiet, self-charge robotic vacuum, cleans pet fur, hard floor","B07RQC1GHZ,B07L2YB8NW",2200,120,27588,70,320,4082
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R20Q2,379.7472727,4.4,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,5833,348,97,6595.2331
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R21Q4,629.99,4.56,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,1,348,97,6595.2331
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R21Q2,384.2757143,4.55,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,1394,348,97,6595.2331
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R21Q1,389.99,4.55,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,3931,348,97,6595.2331
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R22Q1,629.99,4.542857143,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,1,348,97,6595.2331
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R20Q4,471.0506061,4.55,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,20955,348,97,6595.2331
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R20Q3,363.3233333,4.5,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,7351,348,97,6595.2331
B07TXGQS3H,02/07/2019 00:00,TRUE,s45,roborock,R20Q1,388.211,4.46,"roborock s45max robot vacuum - precision navigation, strong suction, ideal for pet hair & most floor types",None,2000,180,10906,348,97,6595.2331
B0792BWMV4,16/01/2018 00:00,TRUE,s5,roborock,R22Q1,599.93,4.433333333,roborock s5 robot vacuum cleaner (white),"B08Z88VWKC,B091Y9745N,B0792BWMV4",2000,150,2936,348,97,3175
B086DMCK83,26/03/2020 00:00,FALSE,s5,roborock,R20Q3,495.99,5,roborock s5 robot vacuum cleaner and 30 pcs cloths kit,None,2000,150,1,348,97,3175
B086DMCK83,26/03/2020 00:00,FALSE,s5,roborock,R21Q4,495.99,4.6,roborock s5 robot vacuum cleaner and 30 pcs cloths kit,None,2000,150,1,348,97,3175
B086DMF8P8,26/03/2020 00:00,FALSE,s5,roborock,R20Q2,495.99,5,roborock s5 robot vacuum cleaner and 2 piece of mop cloths kit,None,2000,150,1,348,97,3175
B086DNKQVB,26/03/2020 00:00,FALSE,s5,roborock,R20Q2,498.6566667,4.25,roborock s5 robot vacuum cleaner and 2 piece of mop cloths kit,None,2000,150,1,348,97,3175
B086DNKQVB,26/03/2020 00:00,FALSE,s5,roborock,R20Q3,473.78,4.7,roborock s5 robot vacuum cleaner and 2 piece of mop cloths kit,None,2000,150,348,348,97,3175
B07MWJB9MZ,15/01/2019 00:00,FALSE,s50,roborock,R20Q1,845.5,4.35,"roborock s50 robotic vacuum and mop cleaner, 2000pa super power suction & wi-fi connectivity and smart navigating robot vacuum with 5200mah battery capacity for pet hair, carpet & hard floor",None,2000,60,1,348,97,200
B07MWJB9MZ,15/01/2019 00:00,FALSE,s50,roborock,R21Q1,858,3.4,"roborock s50 robotic vacuum and mop cleaner, 2000pa super power suction & wi-fi connectivity and smart navigating robot vacuum with 5200mah battery capacity for pet hair, carpet & hard floor",None,2000,60,1,348,97,200
B07MWJB9MZ,15/01/2019 00:00,FALSE,s50,roborock,R20Q2,574.8475,4,"roborock s50 robotic vacuum and mop cleaner, 2000pa super power suction & wi-fi connectivity and smart navigating robot vacuum with 5200mah battery capacity for pet hair, carpet & hard floor",None,2000,60,374,348,97,200
B07ZVCPDB4,01/12/2019 00:00,FALSE,s5max,roborock,R20Q4,506.4561538,4.66,"roborock s5 max robot vacuum and mop, self-charging robotic vacuum cleaner, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180min runtime, works with alexa(white)","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,22457,356,102,3493
B07ZVCPDB4,01/12/2019 00:00,FALSE,s5max,roborock,R20Q2,553.2491667,4.5625,"roborock s5 max robot vacuum and mop, self-charging robotic vacuum cleaner, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180min runtime, works with alexa(white)","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,2809,356,102,3493
B07ZVCPDB4,01/12/2019 00:00,FALSE,s5max,roborock,R20Q3,554.66,4.55,"roborock s5 max robot vacuum and mop, self-charging robotic vacuum cleaner, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180min runtime, works with alexa(white)","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,2458,356,102,3493
B07ZVCPDB4,01/12/2019 00:00,FALSE,s5max,roborock,R22Q1,474.99,4.6,"roborock s5 max robot vacuum and mop, self-charging robotic vacuum cleaner, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180min runtime, works with alexa(white)","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,5616,356,102,3493
B07ZVCPDB4,01/12/2019 00:00,FALSE,s5max,roborock,R20Q1,616.6566667,4.593333333,"roborock s5 max robot vacuum and mop, self-charging robotic vacuum cleaner, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180min runtime, works with alexa(white)","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,2099,356,102,3493
B07ZNJ6Q9X,07/12/2019 00:00,FALSE,s5max,roborock,R21Q3,493.3233333,4.646666667,"roborock s5 max robot vacuum and mop cleaner, self-charging robotic vacuum, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180mins runtime, works with alexa","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,19579,356,102,5928
B07ZNJ6Q9X,07/12/2019 00:00,FALSE,s5max,roborock,R22Q1,471.6566667,4.6,"roborock s5 max robot vacuum and mop cleaner, self-charging robotic vacuum, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180mins runtime, works with alexa","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,5616,356,102,5928
B07ZNJ6Q9X,07/12/2019 00:00,FALSE,s5max,roborock,R20Q3,549,4.55,"roborock s5 max robot vacuum and mop cleaner, self-charging robotic vacuum, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180mins runtime, works with alexa","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,2458,356,102,5928
B07ZNJ6Q9X,07/12/2019 00:00,FALSE,s5max,roborock,R20Q2,604.99,4.5625,"roborock s5 max robot vacuum and mop cleaner, self-charging robotic vacuum, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180mins runtime, works with alexa","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,2809,356,102,5928
B07ZNJ6Q9X,07/12/2019 00:00,FALSE,s5max,roborock,R20Q4,480.396,4.657142857,"roborock s5 max robot vacuum and mop cleaner, self-charging robotic vacuum, lidar navigation, selective room cleaning, no-mop zones, 2000pa powerful suction, 180mins runtime, works with alexa","B07ZNJ6Q9X,B07ZVCPDB4",2000,180,22457,356,102,5928
